word,level,meaning,sentence
explosion,4,爆炸；劇變,The explosion damaged several buildings.
explosive,4,爆炸性的,The material is highly explosive.
expose,4,使暴露於,Do not expose the film to light.
exposure,4,暴露；陳列,Long exposure to the sun can hurt your skin.
extend,4,延伸,They decided to extend the deadline.
facial,4,面部的；表面的,She uses facial cream every night.
facility,4,設備；能力,The hotel has excellent sports facilities.
faithful,4,忠誠的,A dog is a faithful friend.
fame,4,聲譽,His fame spread around the world.
fantastic,4,想像中的,The view from the top was fantastic.
fantasy,4,空想；幻想,She lives in a world of fantasy.
farewell,4,告別；告別詞,We held a farewell party for him.
fasten,4,繫緊；集中注意力,Please fasten your seat belt.
fatal,4,致命的,The accident was fatal for the driver.
favorable,4,贊同的；適合的,The weather is favorable for a picnic.
fax,4,傳真；傳真機,I will fax the document to you.
ferry,4,擺渡；渡輸,We took a ferry across the river.
fertile,4,多產的；富饒的,The land here is very fertile.
fiction,4,小說；虛構的事,This novel is a work of fiction.
fierce,4,兇猛的；猛烈的,The fierce dog scared the children.
finance,4,財政,He studies finance at university.
financial,4,財政的；金融的,The company is in financial trouble.
flatter,4,諂媚；奉承,He tried to flatter his boss.
flee,4,逃走；逃離,The thief tried to flee from the police.
flexible,4,有彈性的,My work schedule is quite flexible.
fluent,4,流暢的,She is fluent in three languages.
foam,4,泡沬,The waves left white foam on the sand.
forbid,4,禁止；阻止,The law forbids smoking in public places.
forecast,4,預測；預言,The weather forecast says it will rain.
formation,4,形成；組成,The formation of the team took time.
formula,4,配方；客套話；準則,The scientist wrote a simple formula.
fort,4,堡壘,The old fort stands on the hill.
fortunate,4,幸運的,You are fortunate to have such friends.
foundation,4,建立；基金會,The foundation helps poor children.
founder,4,創立者；締造者,He is the founder of this company.
frame,4,架構,She put the photo in a wooden frame.
frequency,4,頻率；頻緊,The radio station changed its frequency.
freshman,4,新鮮人,He is a freshman at college.
frost,4,霜；凍,The frost covered the grass.
frown,4,皺眉；表示不滿,She began to frown at his words.
frustrate,4,使挫敗,The bad weather frustrated our plans.
fulfill(ment),4,實現,She worked hard to fulfill her dream.
functional,4,起作用的,The machine is still functional.
fundamental,4,基礎的,Reading is a fundamental skill.
funeral,4,葬儀,Many people attended the funeral.
furious,4,狂怒的；猛烈的,He was furious about the delay.
furnish,4,裝備,They furnished the room with new chairs.
furthermore,4,此外,Furthermore I must add one more point.
gallery,4,畫廊；美術館,We visited an art gallery yesterday.
gaze,4,凝視；注視,She gazed at the stars.
gear,4,齒輪；搭上齒輪,He changed gear on the hill.
gender,4,性別,The form asks for your gender.
gene,4,基因；遺傳因子,Genes determine many of our traits.
generation,4,世代；產生,This generation grows up with technology.
generosity,4,慷慨,Her generosity surprised everyone.
genius,4,天賦；天才,Einstein was a scientific genius.
genuine,4,真誠的,He showed genuine concern for others.
germ,4,起源；細菌,Washing hands kills germs.
gifted,4,有天賦的,She is a gifted musician.
gigantic,4,巨人似的；龐大的,A gigantic wave hit the shore.
glimpse,4,看一眼；瞥見,I caught a glimpse of the actor.
globe,4,地球；球狀物,People travel all around the globe.
glorious,4,光榮的；輝煌的,The team won a glorious victory.
goods,4,貨物,The goods were delivered this morning.
gown,4,長禮服；長抱,She wore a beautiful evening gown.
grace,4,優雅,She moved with natural grace.
graceful,4,優美的,The dancer made a graceful turn.
gracious,4,和藹的；雅致的,Our host was kind and gracious.
graduation,4,畢業；畢業典禮,We celebrated our graduation last June.
grammar,4,文法,English grammar can be difficult.
grammatical,4,文法上的,There is a grammatical error in this sentence.
grateful,4,感謝的,I am grateful for your help.
gratitude,4,感激,He expressed his gratitude with a letter.
grave,4,重大的；嚴肅的,The situation is very grave.
greasy,4,油膩的,The food was too greasy for me.
greeting(s),4,問候語,She sent warm greetings to everyone.
grief,4,悲傷；不幸,He was overcome with grief.
grind,4,磨；碾；壓,She used a machine to grind coffee beans.
guarantee,4,保證；擔保品,We guarantee the quality of our products.
guardian,4,監護人；管理員,His uncle became his legal guardian.
guilt,4,犯罪,He felt a deep sense of guilt.
guilty,4,有罪的；內疚的,The jury found him guilty.
gulf,4,海灣；深淵,The ship sailed across the gulf.
habitual,4,習慣的,He is a habitual latecomer.
halt,4,停止；暫停,The train came to a halt.
handwriting,4,書寫,Her handwriting is neat and clear.
hardware,4,五金器具；硬體,We bought some hardware for the door.
harmony,4,協調,The two families live in harmony.
harsh,4,粗糙的；殘酷的,The harsh winter killed many plants.
hasten,4,急忙,She hastened to answer the phone.
hatred,4,憎恨；敵意,His hatred for his enemy grew.
hawk,4,鷹,A hawk flew over the field.
helicopter,4,直昇機,The helicopter landed on the roof.
herd,4,獸群,A herd of cattle crossed the road.
homeland,4,祖國；家夠卜,They returned to their homeland.
honeymoon,4,蜜月假期,They spent their honeymoon in Hawaii.
hook,4,勾子；陷阱,He hung his coat on the hook.
horizon,4,地平線；眼界,The sun sank below the horizon.
hose,4,長統襪及短襪,He used a hose to water the garden.
household,4,家庭的,She manages the household well.
housework,4,家事；家務,I have a lot of housework to do.
humanity,4,人性；人文學科,The war showed both cruelty and humanity.
humidity,4,溼氣,The humidity makes the air feel heavy.
hurricane,4,颶風；暴風雨,The hurricane destroyed many homes.
identical,4,同一的,The two twins look identical.
identification,4,識別；身分證明,Please show your identification card.
identify,4,鑑定；識別,Can you identify the man in the photo?
idiom,4,慣用語,Learning an idiom takes practice.
idle,4,不做事的,He is idle and never helps.
idol,4,偶像,The singer is a teen idol.
ignorance,4,無知,His ignorance of the law caused trouble.
ignorant,4,無知的,She was ignorant of the facts.
illustrate,4,圖解；說明?,The teacher illustrated the idea with a picture.
illustration,4,圖解；說明?,The book has beautiful illustrations.
imaginary,4,想像中的,The child has an imaginary friend.
imaginative,4,想像的,She is an imaginative writer.
imitate,4,模仿,Children often imitate their parents.
imitation,4,偽造,The bag is a cheap imitation.
immigrant,4,移民,The immigrant learned a new language.
immigrate,4,遷移,They decided to immigrate to Canada.
immigration,4,移居,Immigration rules have become stricter.
impact,4,衝擊；產生影響,The news had a great impact on us.
imply,4,暗示,His words imply that he disagrees.
impression,4,印象,She made a good impression at the interview.
incident,4,事件；插曲,The incident was quickly forgotten.
including,4,包含·在內,Everyone was invited including Tom.
incredible,4,驚奇的,The magic show was incredible.
infant,4,嬰兒,The infant slept peacefully.
inflation,4,通貨膨脹,Inflation makes everything more expensive.
influential,4,有影響的,She is an influential politician.
informative,4,情報的,The lecture was very informative.
ingredient,4,組成部分,Flour is the main ingredient of bread.
initial,4,最初的,My initial reaction was surprise.
injure,4,傷害,He injured his knee while running.
innocence,4,清白；無知,The court proved his innocence.
input,4,輸入,Please provide your input on the plan.
insert,4,插入,Insert the coin into the machine.
inspection,4,檢查,The car passed the safety inspection.
inspiration,4,靈感,Nature is a source of inspiration.
inspire,4,鼓舞,Her story inspired many people.
instinct,4,本能；直覺,Animals act on instinct.
instruct,4,指導,The teacher instructed us to be quiet.
instructor,4,指導者；教練,My driving instructor was very patient.
insult,4,羞辱,He insulted her in front of everyone.
insurance,4,保險,You should buy travel insurance.
intelligence,4,智慧；情報工作,He has great intelligence and skill.
intend,4,打算,I intend to finish this today.
intense,4,強烈的,The heat was intense in July.
intensity,4,強烈；強度,The intensity of the storm increased.
intensive,4,加強的,She took an intensive English course.
intention,4,意圖；目的,I have no intention of quitting.
interact,4,互動,Students interact with each other in class.
interaction,4,互動,Social interaction is important for children.
interfere,4,妨礙；干預,Do not interfere in their argument.
intermediate,4,中問的,She is in the intermediate level class.
interpret,4,解釋；翻譯,Can you interpret this sentence for me?
interruption,4,阻礙；干擾,We worked without interruption.
intimate,4,親密的；熟悉的,They are intimate friends.
intuition,4,直覺,Her intuition told her something was wrong.
invade,4,侵略；侵犯,The army invaded the neighboring country.
invasion,4,入侵,The invasion caused a long war.
invention,4,發明；創造力,The telephone was a great invention.
invest(ment),4,投資；投入,He made a wise investment.
investigation,4,調查；研究,The police started an investigation.
involve(ment),4,使捲入,The job involves a lot of travel.
isolate,4,使孤立,The village was isolated by snow.
isolation,4,隔離,He lived in isolation for years.
keen,4,熱衷的,She is keen on learning Spanish.
kettle,4,水壺,Put the kettle on for tea.
kneel,4,跪下,He had to kneel down to pray.
knob,4,節；瘤,Turn the knob to open the door.
labor,4,勞動；勞工,The workers provided cheap labor.
laboratory/lab,4,實驗室,We did the experiment in the lab.
landmark,4,陸標,The tower is a famous landmark.
largely,4,大部分,The audience was largely young.
launch,4,發射；投擲,They will launch a new product.
lawful,4,法律上的,It is lawful to park here.
lean,4,傾斜；倚靠,He leaned against the wall.
learned,4,有學問的,She is a learned professor.
lecture,4,授課,The lecture lasted one hour.
lecturer,4,講演者；講師,The lecturer spoke about history.
legend,4,傳說,The story is an old legend.
leisurely,4,悠然的,We had a leisurely walk in the park.
lengthen,4,使延長,They decided to lengthen the meeting.
liar,4,說謊的人,He is a liar and a cheat.
librarian,4,圖書館員,The librarian helped me find the book.
license,4,許可；執照,You need a license to drive.
lifeguard,4,救生員,The lifeguard saved the drowning boy.
limitation,4,限制,Every plan has its limitation.
linen,4,亞麻布製品,She washed the linen sheets.
lipstick,4,口紅,She put on red lipstick.
liquor,4,含酒精的飲料,The store sells beer and liquor.
literary,4,文學的,He won a literary prize.
literature,4,文學,She studies English literature.
loan,4,借出,The bank gave him a loan.
lobster,4,龍蝦,We had lobster for dinner.
logic,4,邏輯,There is no logic in his argument.
logical,4,邏輯的,That is a logical conclusion.
loosen,4,放鬆,Loosen the screw with a tool.
lousy,4,不潔的；卑鄙的,The weather was lousy all week.
loyal,4,忠誠的,He is a loyal friend.
loyalty,4,忠誠,Her loyalty to the team never changed.
luxury,4,奢侈,They live in luxury.
machinery,4,機械裝置,The factory uses heavy machinery.
magnetic,4,磁鐵的；帶磁性的,The magnetic field attracts metal.
magnificent,4,壯麗的,The palace was magnificent.
makeup,4,裝扮；化妝品,She wears little makeup.
manufacture,4,製造業；製造,They manufacture cars in this factory.
manufacturer,4,製造者,The manufacturer recalled the product.
marathon,4,馬拉松賽跑,He ran his first marathon.
margin,4,邊綠,Write your notes in the margin.
maturity,4,成熟；完成,He shows great maturity for his age.
maximum,4,最大限度,The maximum speed is 60 miles per hour.
measure(s),4,測量,We need to measure the room.
mechanical,4,機械的,The mechanical problem was fixed.
memorable,4,值得紀念的,It was a memorable trip.
memorial,4,紀念的；紀念品,They built a memorial for the soldiers.
memorize,4,背誦；記憶,Students must memorize these words.
merchant,4,商人,The merchant sold silk and spices.
mercy,4,慈悲,The king showed mercy to the prisoner.
mere,4,僅僅的,The mere thought made her smile.
merit,4,價值；長處,The plan has its own merit.
messenger,4,使者；信差,The messenger delivered the letter.
mild,4,溫和的；順口的,The winter was mild this year.
mill,4,磨坊；碾碎,They took the grain to the mill.
millionaire,4,百萬富翁,He became a millionaire through hard work.
miner,4,礦工,The miner worked deep underground.
minimum,4,最低限度；極小,You need a minimum of ten people.
minister,4,部長；外交使節,The foreign minister gave a speech.
ministry,4,牧師之職；內閣,He works for the Ministry of Education.
mischief,4,危害；淘氣,The child is full of mischief.
miserable,4,不幸的,He felt miserable after the failure.
misfortune,4,壞運氣；不幸,She had the misfortune to lose her keys.
mislead,4,誤導,The advertisement misled many people.
misunderstand,4,誤會,Please do not misunderstand my meaning.
moderate,4,中等的,We had moderate success.
modest,4,謙虛的,She is modest about her achievements.
modesty,4,謹慎；謙遜,He spoke with modesty.
monitor,4,監視器；監控,The nurse monitors the patient closely.
monument,4,紀念碑；紀念館,We visited a famous monument.
moreover,4,並且；此外,Moreover the plan is too expensive.
motivate,4,給與動機,Good teachers motivate their students.
motivation,4,動機,He lacks motivation to study.
