word,level,meaning,sentence
comic(s),2,滑稽的,He reads comic books.
command,2,命令；控制,The officer gave a command.
commercial,2,商業的,The movie was a commercial success.
company,2,公司；同伴,She works for a small company.
compare,2,比較,Compare these two pictures.
complete,2,完全的；完成,Please complete the form.
complex,2,複雜的；情結,The problem is very complex.
concern,2,關心；涉及,I have a concern about the plan.
conclude,2,結束；斷定,We concluded the meeting early.
condition,2,情況；決定,The car is in good condition.
confident,2,有自信的,She feels confident about the test.
conflict,2,衝突,The conflict caused many problems.
congratulation(s),2,恭喜,Congratulations on your success!
connection,2,連接；關聯,There is a connection between the two.
consider,2,認為；考慮,Please consider my idea.
consideration,2,考慮；動機,Thank you for your consideration.
contact,2,接觸；聯繫,Please contact me by email.
contain,2,包含,This box contains old photos.
continue,2,持續,The rain continued all night.
contract,2,契約,They signed a two-year contract.
control,2,控制,He lost control of the car.
conversation,2,會話；談吐,We had a long conversation.
corn,2,玉米；穀物,The farmer grows corn.
countryside,2,鄉村,They live in the countryside.
couple,2,一)對,A young couple moved in next door.
courage,2,勇氣,She showed courage in danger.
court,2,法庭,The case will go to court.
cowboy,2,牛仔；牧牛人,The cowboy rode a horse.
crayon,2,蠟筆,The child drew with a crayon.
cream,2,奶油；乳脂,She added cream to her coffee.
create,2,創造,Artists create beautiful things.
crime,2,罪行；犯罪活動,The police fight crime.
crisis,2,危機,The country faces an economic crisis.
crow,2,烏鴉；雞啼聲,A crow sat on the roof.
crowd,2,人群；擠滿,A large crowd gathered outside.
cultural,2,文化的；教養的,The city has many cultural events.
culture,2,文化；教養,I enjoy learning about other cultures.
cure,2,治療；治癒,There is no cure for the common cold.
curious,2,好奇的,The curious child asked many questions.
current,2,目前的；潮流,The current situation is stable.
curtain,2,簾；給…裝上簾子,She opened the curtain.
custom,2,海關；習慣,It is a local custom.
customer,2,顧客,The customer is always right.
cycle,2,週期；循環,The life cycle of a butterfly is short.
daily,2,每日的,Reading is part of my daily routine.
damage,2,損害；毀壞,The storm caused serious damage.
dancer,2,舞者,She is a talented dancer.
danger,2,危險,The children were in danger.
data,2,資料,The data support his idea.
deaf,2,聾的,He is deaf in one ear.
debate,2,爭論,They had a heated debate.
debt,2,債,He is trying to pay off his debt.
decision,2,決定,It was a difficult decision.
deer,2,鹿,A deer ran across the road.
degree,2,度數；學位；等級,She has a degree in English.
delay,2,拖延,The flight delay made us late.
delicious,2,美味可口的,The cake was delicious.
deliver,2,遞送,They deliver pizza to your home.
delivery,2,投遞；交貨,The delivery arrived this morning.
dentist,2,牙科醫師,I have an appointment with the dentist.
deny,2,否定；否認,He denied taking the money.
department,2,部門；系,She works in the sales department.
depend,2,依賴,Children depend on their parents.
depth,2,深度,The depth of the pool is two meters.
describe,2,描述,Can you describe the man?
description,2,描寫；說明?,Write a short description of the room.
desert,2,沙漠,The desert is hot and dry.
design,2,設計,She studies fashion design.
detail,2,細節,Please give me more details.
develop(ment),2,發展,The child is developing quickly.
dial,2,撥號；刻度盤,Dial the number carefully.
dialogue,2,對話,The two leaders had a dialogue.
diamond,2,鑽石,She wore a diamond ring.
diary,2,日記,He writes in his diary every night.
diet,2,飲食；特種飲食,A healthy diet is important.
difference,2,差異,What is the difference between them?
difficulty,2,困難,He had difficulty finding the address.
direct,2,直接的；指向,This is a direct flight.
direction,2,方向,We walked in the wrong direction.
director,2,主管；導演,The director made a new movie.
disagree(ment),2,不同意,I disagree with your opinion.
disappear,2,消失,The sun disappeared behind the clouds.
discover,2,發現,Scientists discovered a new planet.
discovery,2,發現,The discovery changed medicine.
discuss,2,討論,We discussed the plan together.
discussion,2,討論,The discussion lasted an hour.
disease,2,疾病,Heart disease is common.
display,2,陳列,The store displays new products.
distance,2,距離,The distance is about five miles.
distant,2,遙遠的,He lives in a distant country.
divide,2,劃分；分歧,Divide the cake into eight pieces.
division,2,分開；部門,She works in the sales division.
domestic,2,家庭的；國內的,They took a domestic flight.
dot,2,點；打點於,There is a dot on the map.
double,2,兩倍的；雙重地,The price is double now.
doubt,2,懷疑；疑點,I doubt that he will come.
dove,2,鴿,A white dove flew away.
downstairs,2,樓下,She went downstairs to eat.
dragon,2,龍,The dragon breathed fire.
drama,2,戲劇,She studies drama at school.
drawer,2,抽屜；拖曳者,The keys are in the drawer.
drawing,2,素描；製圖,He made a drawing of the tree.
drug,2,藥品；毒品,This drug can help with pain.
dryer,2,吹風機,She used a hair dryer.
due,2,到期的,The report is due tomorrow.
dull,2,單調的；遲鈍的,The movie was dull and long.
duty,2,義務；稅,It is your duty to help.
eagle,2,鷹,An eagle flew high above.
earn,2,賺取；贏得,He earns money by teaching.
earthquake,2,地震,The earthquake shook the city.
ease,2,容易；減輕,This medicine will ease the pain.
edge,2,邊緣；使鋒利,Do not stand near the edge.
edition,2,發行數；版本,This is the first edition.
education,2,教育；教育學,Education changes lives.
effect,2,結果；作用；影響,The medicine had a quick effect.
effective,2,有效的,This is an effective method.
effort,2,努力,Success requires effort.
elder,2,年齡較大的,My elder brother is a doctor.
electric,2,電的,We bought an electric fan.
emotion,2,情感；激動,She spoke with strong emotion.
emphasize,2,強調,The teacher emphasized the main point.
employ(ment),2,雇用,The company employs many workers.
employee,2,雇員,The employee asked for a raise.
employer,2,雇主,My employer is very kind.
empty,2,空的,The bottle is empty.
encourage(ment),2,鼓勵,My parents encourage me to study.
enemy,2,敵人,The army attacked the enemy.
energy,2,活力,Children have a lot of energy.
engine,2,發動機；引擎,The engine would not start.
entire,2,全部的,She read the entire book.
entrance,2,入口；進入,Wait at the main entrance.
environment,2,環境；圍繞,We must protect the environment.
environmental,2,環境的,Environmental problems are serious.
equal,2,相等的,Everyone is equal before the law.
escape,2,逃跑；逃避,The prisoner tried to escape.
essay,2,散文；論說文,I wrote an essay about my hometown.
eve,2,前夕,We met on New Year's Eve.
event,2,事件,The event was a great success.
evil,2,邪惡的,He has an evil plan.
exact,2,精確的,Tell me the exact time.
examination/exam,2,考試,The final exam is next week.
examine,2,檢查；調查,The doctor examined the patient.
excite(ment),2,使興奮,The news excited everyone.
excuse,2,藉口；原諒,That is not a good excuse.
exist,2,存在；生存,Do ghosts really exist?
existence,2,存在,The existence of aliens is unproven.
exit,2,出口,The exit is on the left.
expert,2,熟練的；專家,She is an expert in math.
express,2,表達,Words cannot express my thanks.
expression,2,表情；表示,He had a happy expression.
extra,2,額外的,We need an extra chair.
factor,2,因素；代理人,Cost is an important factor.
failure,2,失敗,Failure is part of learning.
fair,2,公平的,The game was fair.
fashion,2,時尚；風氣,She follows the latest fashion.
fate,2,命運,He believed it was fate.
fault,2,缺點；錯誤,It was my fault.
favor,2,贊同；偏袒,Can you do me a favor?
favorite,2,特別喜愛的,Blue is my favorite color.
fear,2,害怕,She has a fear of heights.
feature,2,特徵,The main feature is its size.
fee,2,酬金；服務費,The entrance fee is ten dollars.
fellow,2,同伴的；伙伴,He is a friendly fellow.
female,2,女的；雌性的,A female doctor treated me.
fever,2,發燒；狂熱,The child has a high fever.
field,2,原野；欄位,The farmer worked in the field.
final,2,最後的,This is your final chance.
firm,2,堅決的；使穩固,She was firm in her decision.
fisherman,2,漁民；漁夫,The fisherman caught a big fish.
fit,2,適合的,These shoes fit me well.
fix,2,修理；校準,Can you fix my bike?
flag,2,旗子,The flag is red and white.
flat,2,平坦的,The land is flat here.
flow,2,漲潮；流動,The river flows to the sea.
focus,2,焦點；集中,Please focus on your work.
fog,2,霧氣；以霧籠罩,The fog made driving difficult.
folk,2,某一民族或社會階層中的)廣大成員,I like folk music.
following,2,接著的,The following day was sunny.
foolish,2,愚蠢的,It was a foolish mistake.
force,2,強迫；力量,Do not force him to go.
forest,2,森林,The forest is full of trees.
forgive,2,原諒,Please forgive me.
form,2,形狀；構成,Water can take the form of ice.
formal,2,正式的,He wore formal clothes.
former,2,先前的；從前的,The former president visited us.
forth,2,向前,He went forth with courage.
forward,2,向前；今後,Move forward slowly.
forward/forwards,2,向前；今後,She stepped forwards.
found,2,創立,They founded the school in 1950.
fox,2,狐狸,A fox ran into the woods.
freedom,2,自由；獨立自主,Freedom is precious.
friendship,2,友誼,Our friendship is strong.
fry,2,油炸,Fry the eggs in oil.
function,2,功能；運行,The function of the heart is to pump blood.
furniture,2,傢俱,We bought new furniture.
further,2,進一步的,We need further discussion.
gain,2,獲得；獲利,She gained valuable experience.
garbage,2,垃圾；廢物,Please take out the garbage.
gardener,2,園丁；花匠,The gardener watered the plants.
garlic,2,大蒜,Add some garlic to the soup.
gather,2,收集；聚集,The family gathered for dinner.
general,2,一般的；普遍的,This is a general rule.
generous,2,慷慨的,He is generous with his money.
gentle,2,有教養的,Be gentle with the baby.
gentleman,2,紳士,He acted like a gentleman.
giraffe,2,長頸鹿,The giraffe has a long neck.
glue,2,膠水；黏牢,Use glue to fix the paper.
goal,2,目標,My goal is to learn English.
goat,2,山羊,The goat ate the grass.
gold,2,黃金(色),The ring is made of gold.
golden,2,金色的；貴重的,The sky turned golden.
goose,2,鵝；傻瓜,A goose flew over the lake.
govern,2,統治；治理,The king governed the country.
government,2,政府；政體,The government built a new road.
gradual,2,逐步的；平緩的,There was a gradual change.
grain,2,穀粒；穀物,Rice is an important grain.
gram,2,重量單位)克,Add ten grams of sugar.
grand,2,雄偉的；重大的,The palace is grand.
grape,2,葡萄,She ate a bunch of grapes.
greet,2,問候,He greeted me with a smile.
growth,2,生長；發育,The plant showed strong growth.
guard,2,保衛；守衛,The guard stood at the gate.
guest,2,客人,We have a guest for dinner.
gun,2,槍；砲,The police officer carried a gun.
gymnasium/gym,2,體育館,We played basketball in the gym.
haircut,2,理髮,He needs a haircut.
hall,2,大廳；走廊,The meeting was in the main hall.
hamburger/burger,2,漢堡,I ate a hamburger for lunch.
handle,2,柄；把手,Hold the handle carefully.
handsome,2,英俊的,He is a handsome young man.
hardly,2,幾乎不,I hardly know him.
heaven,2,天國；極樂之地,This place feels like heaven.
hike,2,健行,We went for a hike in the mountains.
hip,2,臀部,She hurt her hip.
historical,2,歷史的’,We visited a historical site.
hole,2,孔；漏洞,There is a hole in my sock.
hop,2,跳過；跳躍,The rabbit hopped across the grass.
host/hostess,2,主人,The host welcomed the guests.
huge,2,龐大的,They live in a huge house.
human,2,人類的,Human kindness is powerful.
humble,2,謙恭的,He is humble about his success.
hunt,2,追捕；打獵,They hunt deer in winter.
hunter,2,獵人,The hunter walked through the forest.
hurry,2,急忙,Hurry up or we will be late.
ideal,2,理想(的),This is an ideal place to rest.
identity,2,身分；同一性,He hid his identity.
ignore,2,不顧；忽視,Do not ignore the warning.
ill,2,生病的,She is ill and cannot come.
image,2,影像；形像,The image was clear.
imagine,2,想像,Imagine a world without war.
importance,2,重要性,Do not forget the importance of sleep.
impressive,2,令人印象深刻的,Her speech was impressive.
improve(ment),2,改善,Your English is improving.
include,2,包括,The price includes breakfast.
income,2,收入,His income is enough for the family.
increase,2,增加,Prices continue to increase.
indeed,2,的確,It was indeed a good movie.
independence,2,獨立,The country gained independence.
independent,2,獨立的,She is an independent woman.
indicate,2,指示；象徵,The sign indicates danger.
individual,2,個別的；個人,Each individual has a role.
industry,2,工業,The car industry is important.
influence,2,影響力；作用,Teachers have great influence.
ink,2,墨水；塗墨水於…,The pen ran out of ink.
insist,2,堅持,She insists on paying.
instance,2,例子,"For instance, I like tea."
instant,2,立刻的,The reply was instant.
instead,2,反而,I drank tea instead of coffee.
instruction,2,教導；指示,Read the instructions first.
instrument,2,儀器；樂器,The violin is a musical instrument.
internal,2,內部的,The internal problem is serious.
international,2,國際的,This is an international event.
Internet/internet,2,網際網路,I found the answer on the Internet.
introduce,2,介紹；提出,Let me introduce my friend.
introduction,2,介紹；引言,The book has a short introduction.
iron,2,鐵；熨斗,The gate is made of iron.
jam,2,果醬；堵塞,She spread jam on the bread.
jog,2,輕搖；慢跑,I jog in the park every morning.
journal,2,雜誌；期刊,He writes for a medical journal.
judge,2,法官,The judge listened carefully.
justice,2,公平；正義,We all want justice.
ketchup,2,調味蕃茄醬,He put ketchup on his fries.
lack,2,缺少,The plant died from lack of water.
lady,2,女士,The lady smiled at me.
lamb,2,小羊,The lamb stayed near its mother.
lane,2,小路；巷弄,They live on a quiet lane.
lantern,2,燈籠；街燈,The lantern glowed in the dark.
lap,2,膝部,The cat sat on her lap.
latest,2,最近；最遲,This is the latest news.
latter,2,後面的；後半的,The latter part was better.
law,2,法律,Everyone must obey the law.
lay,2,放；安排；下蛋,Lay the book on the table.
leadership,2,指揮；統率力,Good leadership is important.
leaf,2,葉子；一張或一頁,A leaf fell from the tree.
legal,2,法律上的；合法的,It is legal to park here.
lend,2,把…借給,Can you lend me a pen?
length,2,長度；期間,What is the length of the room?
lens,2,鏡片；眼球的水晶體,The camera lens is dirty.
liberal,2,心胸寬闊的,He has liberal views.
lid,2,蓋子；眼瞼,Put the lid on the pot.
lift,2,舉起,Can you lift this box?
likely,2,很可能的,It is likely to rain.
limit,2,限制,There is a speed limit.
link,2,連結；環結,This link connects the two pages.
liquid,2,液體,Water is a liquid.
listener,2,聽眾,She is a good listener.
liver,2,肝臟；居住者,The liver is an important organ.
load,2,裝載；負擔,They loaded the truck with boxes.
local,2,地方性的,We shop at the local market.
loss,2,喪失；遺失,The loss of his dog made him sad.
lower,2,較低的；降下,Please lower your voice.
luck,2,運氣,Good luck on your exam!
magazine,2,雜誌；期刊,She reads a fashion magazine.
maintain,2,保持,Maintain a healthy lifestyle.
major,2,主要的；主修,This is a major problem.
male,2,男性的；雄的,A male nurse helped him.
manage(ment),2,管理,She manages the team well.
manager,2,經理；管理人,The manager approved my leave.
manner,2,方法；態度,He spoke in a polite manner.
marriage,2,結婚,Their marriage is happy.
marry,2,娶；嫁,They plan to marry in June.
mask,2,面具,He wore a mask at the party.
mass,2,大量,A mass of people gathered.
master,2,主人；雇主,The dog obeyed its master.
mat,2,墊；草簾,Wipe your shoes on the mat.
match,2,比賽；競賽,We watched a soccer match.
mate,2,同伴,He is my best mate.
material,2,材料,This material is soft.
mature,2,成熟的,She is mature for her age.
meaning,2,意義；重要性,What is the meaning of this word?
means,2,手段；方法,The bus is a cheap means of travel.
measure(ment),2,測量,Measure the table carefully.
medical,2,醫學的,She needs medical help.
melody,2,旋律,The melody is beautiful.
membership,2,會員(資格),My gym membership expires soon.
mention,2,提及,He mentioned your name.
message,2,消息,I left a message for you.
metal,2,金屬,The box is made of metal.
meter,2,測量儀表；公尺,The room is five meters long.
method,2,方法,This method works well.
midnight,2,午夜,The party ended at midnight.
military,2,軍事的；軍隊,He has a military background.
minor,2,較小的；次要的,It was a minor mistake.
minority,2,少數,Only a minority disagreed.
mirror,2,鏡子；反映,She looked in the mirror.
mix,2,混和,Mix the eggs and milk.
mixture,2,混合物,The mixture smells good.
model,2,模型；模範,He built a model plane.
mood,2,情緒,She is in a good mood.
mop,2,拖把,Use the mop to clean the floor.
motion,2,運動；動機,The motion of the boat made me sick.
motorcycle,2,機車,He rides a motorcycle to work.
musical,2,音樂的,She has musical talent.
musician,2,音樂家,The musician played the piano.
nail,2,釘子；指甲,He hit the nail with a hammer.
narrow,2,狹窄的；限制,The street is very narrow.
nation,2,國家；民族,The whole nation celebrated.
natural,2,自然的,This is a natural lake.
naughty,2,頑皮的,The naughty boy hid the toy.
nearby,2,附近的,There is a nearby hospital.
nearly,2,幾乎,We are nearly there.
necessary,2,必需的,Sleep is necessary for health.
necklace,2,項鍊,She wore a gold necklace.
needle,2,針,Thread the needle carefully.
negative,2,否定的,He gave a negative answer.
neighbor,2,鄰居,My neighbor is very friendly.
neither,2,兩者都不,Neither answer is correct.
nephew,2,姪兒；外甥,My nephew is five years old.
nerve,2,神經,The nerve was damaged.
nervous,2,緊張的,She felt nervous before the test.
niece,2,姪女；外甥女,My niece loves to draw.
nod,2,點頭；打瞌睡,He nodded in agreement.
none,2,一點兒也沒,None of the answers were right.
noodle,2,麵條,I ate noodles for lunch.
nor,2,也不,"He is not tall, nor is he strong."
northern,2,北方的,They live in the northern part.
novel,2,新奇的,That is a novel idea.
nut,2,堅果；瘋子,He ate a handful of nuts.
obey,2,服從；聽從,Dogs obey their owners.
object,2,物體；目標,What is that strange object?
obvious,2,明顯的,It is obvious that he is tired.
occur,2,發生,The accident occurred at noon.
ocean,2,海洋,The ocean is deep and blue.
offer,2,提議；提供,They offered me a job.
official,2,官方的；官員,This is an official document.
organization,2,組織；團體,She works for a charity organization.
origin,2,起源；由來,The origin of the word is Latin.
owner,2,持有者,The owner of the car is away.
pain,2,疼痛,He felt pain in his back.
painful,2,痛苦的,The injury was very painful.
painting,2,圖畫,The painting hangs on the wall.
pajamas,2,睡衣褲,He wore blue pajamas.
pale,2,臉色蒼白的,You look pale. Are you sick?
pan,2,平底鍋,Heat the oil in a pan.
panda,2,熊貓,The panda eats bamboo.
papaya,2,木瓜,Papaya is a sweet fruit.
pardon,2,原諒,Pardon me for interrupting.
participate,2,參與,Everyone can participate in the game.
particular,2,獨特的,She has a particular way of speaking.
partner,2,伙伴,He is my business partner.
paste,2,麵團,Mix the flour into a paste.
path,2,小徑,We walked along a narrow path.
patient,2,有耐心的,The doctor is patient with children.
pattern,2,樣式,The cloth has a flower pattern.
peace,2,和平,Everyone hopes for peace.
peaceful,2,和平的,The village is peaceful.
peach,2,桃子,She ate a juicy peach.
peak,2,山頂,We reached the peak at noon.
pear,2,梨,The pear is sweet.
per,2,每,The speed is 60 miles per hour.
perfect,2,完美的,The weather is perfect today.
period,2,一段時問,He lived there for a short period.
personal,2,個人的,This is my personal opinion.
personality,2,個性,She has a warm personality.
phrase,2,片語；用語言表示,Learn this useful phrase.
pillow,2,枕頭,The pillow is soft.
pizza,2,比薩,We ordered a large pizza.
plain,2,簡單的,The dress is plain but pretty.
platform,2,月臺,The train left from platform two.
playground,2,操場,Children played on the playground.
pleasant,2,令人愉快的,We had a pleasant evening.
plus,2,加,Two plus three is five.
poem,2,詩,He wrote a short poem.
poet,2,詩人,The poet read his work aloud.
poetry,2,詩,She enjoys reading poetry.
poison,2,毒藥,The bottle contains poison.
policeman/cop,2,警察,The policeman helped the lost child.
policy,2,政策,The school has a new policy.
pop,2,砰然(聲),The balloon went pop.
population,2,人口,The population is growing.
pork,2,豬肉,We had pork for dinner.
port,2,港,The ship arrived at the port.
pose,2,姿勢,She held a graceful pose.
position,2,位置,Please put it in the right position.
positive,2,確信的；積極的,She has a positive attitude.
possibility,2,可能性,There is a possibility of rain.
post,2,位置；郵局,I will post the letter today.
pound,2,磅,He bought a pound of sugar.
powerful,2,強健的,The car has a powerful engine.
praise,2,讚美；稱讚,The teacher praised her work.
pray,2,祈禱,They pray before dinner.
prayer,2,祈禱,She said a quiet prayer.
prefer,2,寧願選擇,I prefer tea to coffee.
president,2,總統；校長,The president gave a speech.
press,2,報刊,The press reported the story.
pressure,2,壓；按,He felt pressure at work.
pride,2,自豪,She felt pride in her son.
primary,2,主要的,Our primary goal is safety.
prince/princess,2,王子,The prince rode a white horse.
principal,2,主要的,The principal spoke to the students.
principle,2,原則,Honesty is an important principle.
print,2,印刷；字體,Please print your name clearly.
printer,2,印刷業從業人員,The printer is out of paper.
prison,2,監獄,He spent two years in prison.
private,2,個人的,This is a private conversation.
prize,2,獎品；珍視,She won first prize.
produce,2,生產,The factory produces shoes.
production,2,生產；產量；產品,Production increased last month.
progress,2,前進,You are making good progress.
project,2,項目,We finished the project on time.
promise,2,諾言；許諾,He kept his promise.
proper,2,適合的,Wear proper clothes for the interview.
propose,2,提議,I propose a short break.
protect,2,保護,We must protect the animals.
protective,2,保護的,She is protective of her children.
prove,2,證明,Can you prove your story?
provide,2,提供,The hotel provides free breakfast.
pumpkin,2,南瓜,We made pumpkin soup.
punish(ment),2,處罰,The teacher punished the noisy students.
pupil,2,小學生,The pupil raised his hand.
puppy,2,小狗,The puppy is playful.
purple,2,紫色的,She wore a purple dress.
purpose,2,意圖,What is the purpose of this meeting?
puzzle,2,難題；困惑,The puzzle was hard to solve.
quality,2,質量,This product is of high quality.
quantity,2,數量,We need a large quantity of paper.
quiz,2,問答比賽,We had a short quiz today.
railroad/railway,2,鐵路,The railroad runs along the coast.
raincoat,2,雨衣,Put on your raincoat.
range,2,區域,The price range is wide.
rapid,2,快的,There was rapid growth.
rare,2,珍貴的,This bird is very rare.
rat,2,鼠,A rat ran across the floor.
rather,2,與其不如,I would rather stay home.
