word,level,meaning,sentence
cat,1,貓,The cat is sleeping.
catch,1,抓住；捕獲,Catch the ball!
celebrate,1,慶祝,We celebrate her birthday today.
cellphone,1,手機,My cellphone is new.
cent,1,一分錢,I found a cent on the floor.
center,1,使集中；核心,The store is in the city center.
certain,1,確信的,I am certain he will come.
chair,1,椅子,Please sit on the chair.
chance,1,偶然；機會,Give me a chance to try.
change,1,改變；零錢,I need some change.
cheap,1,便宜的,This shirt is very cheap.
check,1,支票；檢查,Please check your answers.
cheese,1,乳酪；乾酪,I like cheese on my pizza.
chicken,1,雞肉；膽小鬼,We ate chicken for dinner.
child,1,小孩子,The child is playing.
chocolate,1,巧克力,She loves chocolate.
choice,1,選擇,You have a choice.
choose,1,選擇,Choose one answer.
church,1,教堂,They go to church on Sunday.
circle,1,循環；畫圓圈,Draw a circle on the paper.
city,1,城市,Taipei is a big city.
class,1,階級；班級,Our class has thirty students.
clean,1,乾淨的,The room is clean.
clear,1,清楚的,The instructions are clear.
clerk,1,店員,The clerk helped me.
climb,1,攀爬,They climb the mountain.
clock,1,時鐘,The clock is on the wall.
close,1,接近的,Please close the door.
clothes,1,衣服,She bought new clothes.
cloud,1,雲；遮蔽,A cloud covered the sun.
club,1,俱樂部；募集,He joined a tennis club.
coat,1,外套；覆蓋,Put on your coat.
coffee,1,咖啡,I drink coffee every morning.
cold,1,冷的；感冒,I have a cold.
collect,1,收集,He collects stamps.
color,1,顏色；彩色,What color is your car?
come,1,來到；甦醒,"Come here, please."
comfortable,1,舒適的,The chair is comfortable.
common,1,一般的,This is a common mistake.
computer,1,電腦,I use a computer at work.
convenient,1,便利的,The store is convenient.
cook,1,廚師；烹煮,My father can cook well.
cookie,1,甜餅乾,She ate a cookie.
cool,1,涼爽的；使冷卻,The weather is cool today.
copy,1,副本；拷貝,Make a copy of this page.
corner,1,角落,The store is on the corner.
correct,1,正確的；更正,Your answer is correct.
cost,1,花費；付出,How much does it cost?
couch,1,長沙發；睡椅,He sat on the couch.
count,1,計算,Count from one to ten.
country,1,國家；鄉下,Japan is a beautiful country.
course,1,課程；過程,I took a math course.
cousin,1,表(兄弟姊妹),My cousin lives in Canada.
cover,1,封面；遮蓋,Cover the food with a cloth.
cow,1,母牛,The cow eats grass.
crazy,1,瘋狂的,That is a crazy idea.
cross,1,交叉；越過,Cross the street carefully.
cry,1,哭；叫喊,The baby began to cry.
cup,1,杯子,She drank a cup of tea.
cut,1,切,"Cut the cake, please."
cute,1,可愛的,The puppy is cute.
dance,1,舞蹈,They dance together.
dangerous,1,危險的,Driving fast is dangerous.
dark,1,黑暗的,The room is dark.
date,1,棗；棗椰樹,The date palm grows in warm places.
daughter,1,女兒,Their daughter is a teacher.
day,1,白天,Have a nice day.
dead,1,死去的；無效的,The plant is dead.
deal,1,交易；處理,They made a deal.
dear,1,親愛的,"Dear Tom, how are you?"
death,1,死亡,His death made us sad.
decide,1,決定,I decide to stay home.
deep,1,深的,The water is deep.
define,1,解釋；給…下定義,Can you define this word?
desk,1,書桌,The book is on the desk.
dictionary,1,字典,Look it up in the dictionary.
die,1,死亡,The old tree will die.
different,1,不同的,We have different opinions.
difficult,1,困難的,This test is difficult.
dig,1,挖；掘,The dog dug a hole.
dinner,1,晚餐,We had dinner at six.
dirty,1,污穢的,His shoes are dirty.
dish,1,碟；菜餚,This dish tastes good.
do,1,做（助動詞/動詞）,What do you do?
doctor/doc,1,醫生；博士,The doctor helped me.
dog,1,狗,The dog is friendly.
doll,1,洋娃娃,She played with a doll.
dollar,1,美、加等國)元,It costs one dollar.
door,1,門,Open the door.
down,1,在…下方；下面的,"Sit down, please."
dozen,1,一打；十二個,She bought a dozen eggs.
draw,1,畫；拖拉,He likes to draw pictures.
dream,1,夢；做夢,I had a strange dream.
dress,1,女裝；打扮,She wore a red dress.
drink,1,飲料；喝,Please drink some water.
drive,1,車程；駕駛,He can drive a car.
driver,1,駕駛人；司機,The driver is careful.
drop,1,一)滴；下降,A drop of rain fell.
drum,1,鼓；打鼓,He plays the drum.
dry,1,乾燥的；使變乾,The towel is dry.
duck,1,鴨子,A duck swam in the pond.
during,1,在…期間,I slept during the movie.
each,1,各個,Each student has a book.
ear,1,耳朵；聽力,She whispered in my ear.
early,1,早的,I woke up early.
earth,1,陸地；地球,The earth goes around the sun.
east,1,東方的,The sun rises in the east.
easy,1,容易的,This question is easy.
eat,1,吃；喝,We eat lunch at noon.
egg,1,蛋；卵細胞,She boiled an egg.
either,1,兩者之中)任一的,Either answer is fine.
elephant,1,象,The elephant is very big.
else,1,其他；另外,Do you want anything else?
email,1,電子郵件；發電子郵件,I sent you an email.
end,1,結束,The movie will end soon.
engineer,1,工程師,My father is an engineer.
enjoy(ment),1,享受,I enjoy reading books.
enough,1,足夠的,We have enough food.
enter,1,進入；參加,Please enter the room.
envelope,1,信封,Put the letter in the envelope.
eraser,1,擦除器(如橡皮擦),May I borrow your eraser?
error,1,錯誤,There is an error in the report.
even,1,甚至；連,Even a child can do it.
evening,1,晚上,We met in the evening.
ever,1,永遠,Have you ever been to Japan?
every,1,每個,Every student has a desk.
everyone/everybody,1,每個人,Everyone is here.
everything,1,每件事；一切,Everything is fine.
example,1,例子；樣品,Give me an example.
excellent,1,傑出的；卓越的,Your work is excellent.
except,1,除了…之外,Everyone came except Tom.
excited,1,感到興奮的,I am excited about the trip.
exciting,1,令人興奮的,The game was exciting.
exercise,1,運動；鍛鍊,Exercise is good for health.
expect,1,期望,I expect to see you soon.
expensive,1,昂貴的,This watch is expensive.
experience,1,經驗,She has teaching experience.
explain,1,解釋,Please explain the rule.
eye,1,眼睛,She has blue eyes.
face,1,面孔；面臨,Wash your face.
fact,1,事實,It is a fact.
factory,1,工廠,He works in a factory.
fail,1,失敗；不及格,Do not be afraid to fail.
fall,1,落下,Leaves fall in autumn.
family,1,家庭；家人,My family is large.
famous,1,著名的,He is a famous singer.
fan,1,扇子；煽動,She is a fan of that band.
far,1,遙遠的,The school is not far.
farm,1,農莊；農場,They live on a farm.
farmer,1,農人；農場經營者,The farmer grows rice.
fast,1,快速的,He runs fast.
fat,1,肥胖的,The cat is fat.
father,1,父親,My father is a teacher.
feed,1,餵食,Please feed the dog.
feel,1,摸；感覺,I feel happy today.
festival,1,節日；歡樂,The festival is in spring.
few,1,少數,Few people came.
fight,1,打鬥；爭吵,They had a fight.
file,1,檔案；歸檔,Save the file.
fill,1,二/n.裝滿,Fill the glass with water.
finally,1,最後；終於,"Finally, we arrived."
find,1,尋找；得到,I cannot find my keys.
fine,1,美好的；健康的,"I am fine, thank you."
finger,1,手指；指出,She pointed with her finger.
finish,1,結束；完成,Please finish your homework.
fire,1,火；開火,The fire is warm.
first,1,第一的,This is my first visit.
fish,1,魚類；釣魚,We caught a fish.
floor,1,地板,The floor is clean.
flower,1,花朵；開花,The flower smells good.
fly,1,蒼蠅；蟲形魚鉤,A fly landed on the food.
follow,1,跟隨,"Follow me, please."
food,1,食物,The food is delicious.
fool,1,傻瓜,Do not be a fool.
foot,1,腳；足,My foot hurts.
for,1,為了；給,This gift is for you.
foreign,1,外國的；陌生的,She speaks a foreign language.
foreigner,1,外國人,A foreigner asked for help.
forget,1,忘記,Do not forget your keys.
fork,1,叉子；分岔,Use a fork to eat.
free,1,自由的,The bird is free.
fresh,1,新鮮的,The fish is fresh.
friend,1,朋友,He is my best friend.
friendly,1,友善的,The people here are friendly.
frog,1,青蛙,A frog jumped into the pond.
from,1,始於；出自,I am from Taiwan.
front,1,前面(的),The car is in front of the house.
fruit,1,水果；成果,Eat more fruit.
full,1,滿的；完全的,The glass is full.
fun,1,娛樂；玩笑,We had a lot of fun.
funny,1,有趣的,The story is funny.
future,1,未來；前途,Think about your future.
game,1,遊戲；競賽,Let's play a game.
garden,1,花園；從事園藝,She works in the garden.
gate,1,大門；柵門,The gate is open.
get,1,獲得；到達,I get up at seven.
ghost,1,鬼；幽靈,The ghost story scared me.
giant,1,巨人；巨大的,A giant tree stood there.
gift,1,禮品；天賦,This gift is for you.
girl,1,少女,The girl is singing.
give,1,給；送給,Give me a hand.
glad,1,高興的,I am glad to see you.
glass,1,玻璃；玻璃杯,He drank a glass of milk.
glasses,1,眼鏡,She wears glasses.
glove(s),1,手套,Put on your gloves.
go,1,去；從事,Let's go home.
god/goddess,1,上帝；造物主,They prayed to God.
good,1,好的；利益,This is a good book.
goodbye,1,再見,"Goodbye, see you tomorrow."
grade,1,級別；評分,She got a good grade.
grandfather,1,祖父；外祖父,My grandfather is old.
grandmother,1,祖母；外祖母,My grandmother cooks well.
grass,1,青草；草地,The grass is green.
gray,1,灰色的,The sky is gray.
great,1,重大的,That is a great idea.
green,1,綠色的,The leaves are green.
ground,1,地面,The ground is wet.
group,1,群；團體；聚集,A group of students came.
grow,1,發育；種植,Plants grow in spring.
guess,1,猜測,Guess what happened.
guitar,1,吉他,He plays the guitar.
guy,1,傢伙；朋友,That guy is my friend.
habit,1,習慣,Reading is a good habit.
hair,1,毛髮；頭髮,She has long hair.
half,1,二分之一的,Give me half of the cake.
ham,1,火腿,I ate a ham sandwich.
hand,1,手；交給,Raise your hand.
hang,1,懸掛；吊死,Hang your coat here.
happen,1,發生,What happened yesterday?
happy,1,快樂的,I am happy today.
hard,1,硬的；艱難的,This work is hard.
hat,1,帽子,He wore a black hat.
hate,1,憎恨,I hate cold weather.
have,1,有；擁有（助動詞/動詞）,I have a book.
"he (him, his, himself)",1,他（受格：他；所有格：他的；反身代名詞：他自己）,He hurt himself.
head,1,頭,She nodded her head.
headache,1,頭痛,I have a headache.
health,1,健康,Health is important.
healthy,1,健康的,She is healthy.
hear,1,聽見,I can hear you.
heart,1,心臟；中心,My heart beats fast.
heat,1,熱度；加熱,Heat the soup.
heavy,1,沉重的,The box is heavy.
height,1,高度,What is your height?
hello,1,哈囉,"Hello, how are you?"
help,1,幫助,Can you help me?
helpful,1,有幫助的,Your advice is helpful.
hen,1,母雞,The hen laid an egg.
here,1,這裡；在這裡,Come here.
hide,1,躲藏；隱藏,The cat hides under the bed.
high,1,高的；高地,The wall is high.
hill,1,小山丘,We climbed the hill.
history,1,歷史,I like history class.
hit,1,打中；打擊,He hit the ball.
hobby,1,嗜好,My hobby is reading.
hold,1,抓住；支撐,Hold my hand.
holiday,1,假日,We had a happy holiday.
home,1,住家；家庭,I am at home.
homework,1,家庭作業,Do your homework.
honest,1,誠實的,He is an honest man.
honey,1,蜂蜜,Bees make honey.
hope,1,希望,I hope you feel better.
horse,1,馬,The horse runs fast.
hospital,1,醫院,She works in a hospital.
hot,1,熱的；熱情的,The soup is hot.
hotel,1,旅館；飯店,We stayed at a hotel.
hour,1,小時,I waited for an hour.
house,1,住宅,Their house is big.
housewife,1,家庭主婦,She is a housewife.
how,1,如何；多少,How are you?
however,1,然而,"However, I still agree."
hundred,1,一百,There are one hundred books.
hungry,1,飢餓的；渴求的,I am hungry.
hurt,1,受傷,My leg hurts.
husband,1,丈夫,Her husband is a doctor.
"I (me, my, mine, myself)",1,我（受格：我；所有格：我的；反身代名詞：我自己）,I hurt myself.
ice,1,冰,The ice is cold.
idea,1,主意；觀念,That is a good idea.
if,1,如果,"If it rains, stay home."
important,1,重要的,This is important.
in,1,在……裡面,The cat is in the box.
inch,1,英吋,The line is one inch long.
insect,1,昆蟲,An insect flew by.
inside,1,在…的裡面；內部的,Stay inside.
interest,1,利益；興趣,I have an interest in music.
interested,1,感興趣的,I am interested in art.
interesting,1,有趣的,The book is interesting.
interview,1,會見；面試,She has a job interview.
into,1,進入……之內,He went into the room.
invite,1,邀請,I invite you to my party.
island,1,島,The island is beautiful.
"it (its, itself)",1,它（所有格：它的；反身代名詞：它自己）,The cat licked itself.
item,1,項目,Check each item.
jacket,1,夾克,He wore a warm jacket.
jeans,1,牛仔褲,She likes blue jeans.
job,1,工作,He found a new job.
join,1,參加,Join us for dinner.
joke,1,玩笑,He told a funny joke.
joy,1,歡樂,Her face was full of joy.
juice,1,果汁,I drink orange juice.
jump,1,跳躍,The cat can jump high.
just,1,公平的,I just finished.
keep,1,保存,Keep this secret.
key,1,關鍵的,Where is my key?
kick,1,踢；反衝,He kicked the ball.
kid,1,小孩,The kid is playing.
kill,1,殺死；使終止,Do not kill insects.
kind,1,親切的,She is kind to everyone.
king,1,國王,The king ruled the land.
kiss,1,吻,She gave him a kiss.
kitchen,1,廚房,Mom is in the kitchen.
kite,1,風箏,The boy flew a kite.
knee,1,膝蓋,He hurt his knee.
knife,1,刀,Cut it with a knife.
knock,1,敲；打,Knock on the door.
know,1,知道,I know the answer.
knowledge,1,知識,Knowledge is power.
lake,1,湖,We swam in the lake.
lamp,1,燈,Turn on the lamp.
land,1,土地,The land is fertile.
language,1,語言,English is a world language.
large,1,大的,A large crowd came.
last,1,最後的；最近的,This is the last page.
late,1,遲的；晚的,He was late for school.
later,1,稍後,I will call you later.
laugh,1,笑,We laughed together.
lawyer,1,律師,The lawyer helped him.
lazy,1,懶散的,Do not be lazy.
lead,1,領導,She will lead the team.
leader,1,領袖,He is a good leader.
learn,1,學習,I learn English every day.
least,1,最少的,That is the least problem.
leave,1,休假；許可；離開,We leave at noon.
left,1,左邊的；左邊,Turn left.
leg,1,腿,My leg is strong.
lemon,1,檸檬,The lemon is sour.
less,1,較少的/地,Eat less sugar.
lesson,1,功課；課程,The lesson was easy.
let,1,允許；讓,Let me help you.
letter,1,信；字母,I got a letter today.
level,1,高度；層；水準,The water level is high.
library,1,圖書館,I study in the library.
lie,1,躺臥,Do not lie on the floor.
life,1,生命,Life is beautiful.
light,1,明亮的,The room is light.
like,1,像；和·一樣,I like apples.
line,1,線條；畫線於,Draw a straight line.
lion,1,獅子,The lion is strong.
lip,1,嘴唇,She has red lips.
list,1,表；把…編列成表,Make a shopping list.
listen,1,聽；聽從,Listen to the teacher.
little,1,小的,A little cat sat there.
live,1,活的,They live in Taipei.
lonely,1,寂寞的,He feels lonely.
long,1,渴望,The river is long.
look,1,看,Look at the board.
lose,1,丟失,Do not lose your ticket.
lot,1,很多,I have a lot of work.
loud,1,大聲的,The music is loud.
love,1,愛；喜歡,I love my family.
lovely,1,可愛的,What a lovely day!
low,1,低的,The chair is low.
lucky,1,幸運的,You are very lucky.
lunch,1,午餐,We had lunch at noon.
machine,1,機器,The machine works well.
mad,1,發瘋的；狂熱的,He was mad at me.
magic,1,有魔力的；魔法,The magic show was fun.
mail,1,郵件；郵寄,I got mail today.
main,1,主要的,This is the main road.
make,1,做；到達；獲得,I make breakfast every day.
man,1,男人,The man is tall.
many,1,許多,Many people came.
map,1,地圖,Look at the map.
mark,1,痕跡；記號,There is a mark on the wall.
market,1,市場,We buy food at the market.
married,1,已婚的,They are married.
mathematics/math,1,數學,Math is my favorite subject.
matter,1,事情；問題,What is the matter?
may,1,五月,May is a warm month.
maybe,1,可能,Maybe he is right.
meal,1,一餐,We had a big meal.
mean,1,吝嗇的,He is mean with money.
meat,1,食用的)肉,She does not eat meat.
media,1,媒體,The media reported the news.
medicine,1,藥；醫學,Take your medicine.
medium,1,中間；媒介,He is of medium height.
meet,1,遇見,Nice to meet you.
meeting,1,會議,The meeting starts at ten.
member,1,成員,She is a club member.
menu,1,菜單；項目單,"Read the menu, please."
middle,1,中問的；中部,He sat in the middle.
milk,1,牛奶,I drink milk every day.
million,1,百萬,A million people live here.
mind,1,頭腦；注意；留意,Keep that in mind.
mine,1,礦；礦山,This book is mine.
minute,1,分鐘,Wait a minute.
miss,1,錯過；想念,I miss my family.
mistake,1,錯誤；過失,I made a mistake.
modern,1,現代的,This is a modern building.
moment,1,片刻,Wait a moment.
money,1,錢,I need some money.
monkey,1,猴子,The monkey climbed the tree.
month,1,月,Next month is May.
moon,1,月亮,The moon is bright.
more,1,更多的,I need more time.
morning,1,早晨,Good morning!
most,1,最大程度地,Most students passed.
mother,1,母親；媽媽,My mother is kind.
mountain,1,山,The mountain is high.
mouse,1,鼠；滑鼠,The mouse is small.
mouth,1,嘴；口,Open your mouth.
move(ment),1,使移動；使感動,Please move your car.
movie/film,1,電影,We watched a movie.
Mr./Mister,1,先生,Mr. Brown is here.
Mrs.,1,太太,Mrs. Wang is my teacher.
Ms.,1,女士,Ms. Lee is our teacher.
much,1,許多的,I do not have much time.
mud,1,泥,His shoes were covered with mud.
museum,1,博物館,We visited the museum.
music,1,音樂,I like pop music.
must,1,必須,You must study.
name,1,名字,What is your name?
national,1,國家的,Today is a national holiday.
nature,1,自然,I love nature.
near,1,在……附近；靠近的,The school is near.
neck,1,頸；脖子,My neck hurts.
need,1,需要,I need your help.
net,1,網；用網捕,The ball hit the net.
never,1,永不,I never smoke.
new,1,新的,This is a new book.
news,1,新聞,I watch the news.
newspaper,1,報紙,He reads a newspaper.
next,1,下一個的,See you next week.
nice,1,好的,You are very nice.
night,1,夜,Good night.
no/nope,1,不；沒有,"No, thank you."
nobody,1,沒有人,Nobody knows.
noise,1,噪音,The noise woke me up.
noisy,1,吵鬧的,The class is noisy.
noon,1,中午,We meet at noon.
north,1,北方,They live in the north.
nose,1,鼻；嗅覺,My nose is runny.
not,1,不；沒有,I am not tired.
note,1,筆記；注意,Take a note.
nothing,1,沒有東西；沒有事情,There is nothing here.
notice,1,公告；注意；通知,I did not notice him.
now,1,現在,We must go now.
number,1,數字；給…號碼,What is your phone number?
nurse,1,護士,The nurse is kind.
O.K./OK/okay,1,好的；可以,"O.K., I agree."
o’clock,1,……點鐘,It is five o’clock.
of,1,……的,This is the color of the sky.
off,1,離開；關掉,Turn off the light.
office,1,辦公室,She works in an office.
officer,1,軍官；官員,The officer helped us.
often,1,時常,I often read at night.
oil,1,油；石油,Add some oil to the pan.
old,1,老的；舊的,This is an old house.
on,1,在……上面,The book is on the desk.
once,1,曾經；一旦,Once I lived there.
online,1,線上的,I shop online.
only,1,只；唯一的,Only one left.
open,1,打開；開著的,Open the window.
or,1,或者,Tea or coffee?
orange,1,橘色的；柳橙,I ate an orange.
order,1,順序；點餐；命令,May I take your order?
other,1,另一個的；另一方,The other shoe is missing.
out,1,在外,He is out now.
outside,1,在外面；外部的,The children play outside.
over,1,在…之上,The plane flew over the city.
own,1,自己的,I have my own room.
pack,1,包裹；捆,Pack your bags.
package,1,包；包裝,A package arrived.
page,1,頁,Turn to page ten.
paint,1,油漆；顏料,They paint the wall.
pair,1,一對,I bought a pair of shoes.
pants,1,褲子,He wears black pants.
paper,1,紙,Give me a sheet of paper.
parent(s),1,父母,My parents are kind.
park,1,公園,We played in the park.
part,1,一部分,This is my favorite part.
party,1,派對,We had a birthday party.
pass,1,通行許可；經過,Please pass the salt.
past,1,過去的,"In the past, life was simple."
pay(ment),1,付錢,I will pay for dinner.
pen,1,筆,May I borrow your pen?
pencil,1,鉛筆,Write with a pencil.
people,1,人們,Many people live here.
perhaps,1,也許,Perhaps he will come.
person,1,人,She is a good person.
pet,1,寵物；愛撫,I have a pet dog.
photograph/photo,1,照片,This photo is old.
piano,1,鋼琴,She plays the piano.
pick,1,十字鎬；挑選,Pick a card.
picnic,1,野餐；去郊遊野餐,We had a picnic.
picture,1,圖畫；想像,Draw a picture.
pie,1,派,She baked an apple pie.
piece,1,破片；拼合,I ate a piece of cake.
pig,1,豬,The pig is fat.
pin,1,大頭針；別針；釘住,Use a pin to hold the paper.
pink,1,粉紅色的,She likes pink.
pipe,1,管；用管道輸送,Water flows through the pipe.
place,1,地方；放置,This is a nice place.
plan,1,計劃,We made a plan.
planet,1,行星,Earth is a planet.
plant,1,植物；種植,The plant needs water.
plate,1,盤；碟,Put the food on the plate.
play,1,玩耍；玩,Children play outside.
player,1,玩家；選手,He is a good player.
please,1,使)高興,Please sit down.
pleasure,1,愉快,It is a pleasure to meet you.
pm/p.m.,1,下午,The class starts at 3 p.m.
pocket,1,口袋,The key is in my pocket.
point,1,尖端；持向,Do not point at people.
police,1,警察,The police came quickly.
polite,1,有禮貌的,He is polite to everyone.
pond,1,池塘,Ducks swim in the pond.
pool,1,水塘,We swam in the pool.
poor,1,貧窮的,The poor family needs help.
popcorn,1,玉米花,We ate popcorn at the movies.
popular,1,流行的,This song is popular.
possible,1,可能的,Is it possible to finish today?
pot,1,罐；壺；盒,The pot is on the stove.
potato,1,馬鈴薯,I ate a baked potato.
power,1,權力,The king had great power.
practice,1,練習；實踐,Practice makes perfect.
prepare,1,準備,Prepare for the test.
present,1,出席的,All students are present.
pretty,1,漂亮的,She is pretty.
price,1,價格,The price is high.
probably,1,可能；大概,He is probably at home.
problem,1,問題,No problem.
program,1,程序；編製程序,The computer program works.
proud,1,白尊的,I am proud of you.
public,1,公眾的；大眾,This is a public park.
pull,1,拖；拉,Pull the door open.
push,1,推,Push the door.
put,1,安置,Put it on the table.
quarter,1,四分之一,It is a quarter past three.
queen,1,王后,The queen waved to the crowd.
question,1,問題；詢問,May I ask a question?
quick,1,快速的/地,Be quick!
quiet,1,安靜的；使安靜,Please be quiet.
quite,1,完全；非常,It is quite cold.
rabbit,1,兔,The rabbit is white.
race,1,比賽,He won the race.
radio,1,收音機,She listens to the radio.
rain,1,雨,The rain is heavy.
rainbow,1,彩虹,A rainbow appeared.
rainy,1,多雨的,It is a rainy day.
raise,1,舉起；上漲,Raise your hand.
reach,1,抵達,We reached the top.
read,1,讀,I read every night.
ready,1,有準備的,Are you ready?
real,1,真的,Is this real gold?
really,1,真地；的確,I really like it.
reason,1,理由,Tell me the reason.
red,1,紅色的,She wore a red hat.
relative,1,比較上的,A relative visited us.
remember,1,記得,Remember to call me.
repeat,1,重覆地說(做),Please repeat the question.
report,1,報告；述說,I wrote a report.
reporter,1,報告者,The reporter asked questions.
