word,level,meaning,sentence
angle,2,角度；立場,
angry,1,生氣的,
animal,1,動物,
ankle,2,足踝,
anniversary,4,週年紀念,
announce(ment),3,宣布,
annual,4,一年一度的,
anonymous,5,不具名的,
another,1,另一個,
answer,1,答案,
ant,1,螞蟻,
anthem,6,聖歌,
antibiotic,6,抗生素,
anticipation,6,期盼,
antique,5,年代久遠的,
anxiety,4,焦慮,
anxious,3,焦慮的,
any,1,任何的；若干,
anyhow,3,無論如何,
anyway,2,無論如何,
apart,3,分開的,
apartment,1,公寓大樓,
ape,2,大猩猩,
apologize,3,道歉,
apology,4,道歉,
apparent,4,明顯的,
appeal,3,吸引；呼籲,
appear,1,出現；顯露,
appearance,2,外貌；顯露,
appetite,2,胃口；食慾,
applaud,6,鼓掌,
applause,5,掌聲,
appliance,5,器具；裝備,
applicable,6,適用的,
applicant,4,申請人,
application,4,應用；申請書,
apply,2,應用；申請,
appoint(ment),4,任命；指派,
appreciate,2,欣賞；感激,
appreciation,4,欣賞；感謝,
apprentice,6,學徒,
approach,2,接近；著手處理,
appropriate,4,適當的,
approval,4,同意；認可,
approve,3,同意；認可,
apron,3,圍裙；工作裙,
apt,5,有…傾向的,
aquarium,4,水族館,
arch,4,拱門；拱形,
archaeology,6,考古學,
architect,5,建築師；設計師,
architecture,5,建築學；建築風格,
archive,6,檔案,
area,1,區域；範圍,
arena,5,活動場所(供運動、娛樂的),
argue(argument),2,爭論；主張,
arise,4,升起；復活,
arithmetic,6,算術的,
arm,1,手臂,
armed,3,武裝的,
army,2,軍隊；團體,
around,1,各處；大約,
arouse,5,喚起,
arrange(ment),2,安排,
array,5,一長列,
arrest,3,逮捕；拘留,
arrival,2,到達；到達者,
arrive,1,到達；抵達,
arrogant,5,傲慢的,
arrow,2,箭,
art,1,藝術；藝術品,
article,2,文章；冠詞,
articulate,5,清楚的表達,
artificial,4,人造的,
artist,2,藝術家；藝人,
artistic,4,藝術的,
as,1,如同；當…時；雖然,
ash,3,灰燼；骨灰,
ashamed,4,感到羞恥的,
aside,3,在旁邊；除…之外,
ask,1,詢問；要求,
asleep,2,睡著的,
aspect,4,方面；觀點,
aspirin,4,阿斯匹靈,
ass,5,驢；蠢人,
assassinate,6,行刺,
assault,5,攻擊,
assemble,4,集合,
assembly,4,與會者；議會,
asset,5,資產,
assign(ment),4,指派,
assist,3,協助,
assistance,4,協助,
assistant,3,助理,
associate,4,關聯,
association,4,協會；聯想；合作,
assume,3,假定；假裝,
assurance,4,保證,
assure,4,保證,
astonish(ment),5,使驚訝,
astronaut,6,太空人,
astronomy,6,天文學,
athlete,3,運動員,
athletic,4,運動的,
atmosphere,4,氣壓；氣氛,
attach(ment),4,裝上；附加,
attack,1,攻擊,
attempt,2,嘗試,
attend,2,參加,
attendant,6,服務員,
attention,2,注意力,
attic,5,閣樓,
attitude,3,態度,
attract,3,吸引；引誘,
attraction,4,吸引力,
attractive,3,有吸引力的,
auction,5,拍賣,
audience,3,觀眾；聽眾,
audio,4,可聽頻率的,
auditorium,6,禮堂,
aunt,1,姑媽；阿姨,
author,2,作者,
authority,4,權力；當局,
automatic,3,自動的,
automobile/auto,3,汽車,
autonomy,5,自治(權),
avenue,3,大道,
average,2,平均的,
aviation,6,航空(學),
avoid,2,避免；躲開,
await,4,等候；期待,
awake,3,清醒的；喚醒,
awaken,3,意識到；使覺醒,
award,3,授予；獎品,
away,1,離開；不在,
awful,3,糟透的,
awkward,3,笨拙的；棘手的,
baby,1,嬰兒；寶貝,
bachelor,6,單身漢；學士,
back,1,後面的；背部；贊助,
background,3,背景,
backward,2,反方向地,
backward/backwards,2,反方向地,
bacon,3,燻豬肉；培根肉,
bacteria,3,細菌,
bad,1,不好的；有害的,
badminton,2,羽毛球,
bag,1,袋子,
baggage,3,行李；裝備,
bait,3,誘餌；引誘,
bake,2,烘；烤,
bakery,2,麵包店,
balance,2,平衡,
balcony,2,陽臺；樓座,
bald,4,禿的,
ball,1,球；球狀體,
ballet,4,芭蕾舞,
balloon,2,氣球,
ballot,5,無記名投票,
bamboo,3,竹子,
ban,5,禁止,
banana,1,香蕉,
band,1,帶子；樂團,
bandage,4,繃帶,
bank,1,銀行,
banker,3,銀行家,
bankrupt,4,破產的,
banquet,6,宴會,
bar,2,棒；沙洲；酒吧,
barbarian,6,野蠻人,
barbecue,2,烤肉,
barber,2,理髮師,
bare,3,裸的；不加掩飾的,
barely,3,勉強地；露骨地,
bargain,4,買賣；便宜貨,
bark,2,吠叫；咆哮,
barrel,3,大桶,
barrier,4,障礙物；棚欄,
base,2,基礎,
baseball,1,棒球,
basement,3,地下室,
basic,2,基本的,
basin,4,臉盆；洗滌槽,
basket,1,籃子；簍子,
basketball,1,籃球,
bass,6,低音部,
bat,1,球棒,
bath,1,澡缸；沐浴,
bathe,2,洗澡；沐浴,
bathroom,1,浴室,
batter,6,毀損,
battery,4,電池,
battle,2,戰役,
bay,3,海灣,
beach,1,海灘,
beam,3,樑；光束,
bean,1,豆子,
bear,1,熊；魯莽之人,
beard,2,下巴上的)鬍鬚,
beast,3,野獸,
beat,2,敲擊；打敗,
beautiful,1,美麗的,
beautify,6,美化,
beauty,2,美人,
because,1,因為,
become,1,變成,
bed,1,床,
bedroom,1,臥室,
bee,1,蜜蜂,
beef,1,牛肉,
beer,2,啤酒,
before,1,在…之前,
beg,2,乞求；乞討,
beggar,4,乞丐,
begin,1,開始,
beginner,2,初學者,
behalf,5,為了…的利益；代表,
behave,2,表現；行為舉止,
behavior,4,行為,
behind,1,在…後面；落後,
being,2,存在；生物,
belief,2,信念；信條,
believe,1,相信,
bell,1,鐘(聲)；鈴(聲),
belong,1,歸屬於,
belongings,5,所有物,
beloved,5,所愛的人,
below,1,在…下方,
belt,1,腰帶；帶狀物,
bench,1,長板凳,
bend,2,彎曲,
beneath,3,在…下面,
beneficial,5,有益的,
benefit,3,利益；有益於,
berry,3,果,
beside,1,在旁邊,
besides,3,除此之外,
best,1,最好的,
bet,3,打賭,
better,2,更好的,
between,1,介於…之間,
beverage,6,飲料,
beware,5,當心,
beyond,2,在遠處,
bias,5,成見,
bicycle/bike,1,腳踏車,
bid,5,出價；吩咐,
big,1,大的,
bill,2,帳單；鈔票,
billion,2,十億；大量,
bind,3,捆；綁,
biography,4,傳記,
biological,5,生物(學)的,
biology,4,生物學,
bird,1,鳥,
birth,2,出生；分娩,
biscuit,2,小麵包；餅乾,
bite,1,一口之量；咬,
bitter,3,有苦味的；痛苦的,
bizarre,5,古怪的,
black,1,黑的,
blackboard,2,黑板,
blame,2,責備；歸咎於…,
blank,2,空白的,
blanket,2,毛毯,
blast,5,一陣疾風,
blaze,6,烈火；光輝,
bleed,3,流血,
blend,4,使混合,
bless,3,為…祝福,
blessing,4,賜福；同意,
blind,1,瞎的；使看不見,
blink,4,眨眼；漠視,
block,1,塊；障礙物；堵住,
blood,2,血液,
bloody,3,血腥的,
bloom,4,花；開花,
blossom,4,花(叢),
blow,1,吹；吹氣；打擊,
blue,1,藍色的,
blur,5,使模糊,
blush,5,臉紅,
board,2,木板；牌子,
boast,4,自吹自擂；誇耀,
boat,1,小船；划船,
bodily,6,身體的,
body,1,身體；主要部分,
bodyguard,5,侍衛,
boil,2,沸騰,
bold,3,英勇的；大膽的,
bolt,5,螺栓；閃電,
bomb,3,炸彈；轟炸,
bond,4,聯結；契約；債券,
bone,2,骨頭；骨質,
bonus,5,紅利,
book,1,書籍,
bookcase,3,書架；書櫥,
bookstore,2,書店,
boom,5,隆隆聲；景氣,
boost,5,提升,
boot,3,長筒)靴,
booth,5,售貨棚,
border,2,邊界；比鄰,
bore,3,使厭煩,
bored,1,感到厭煩的,
boring,1,令人厭煩的,
born,1,出生的,
borrow,1,借入,
boss,1,老闆,
both,1,兩者皆,
bother,2,打擾；煩惱,
bottle,1,瓶子；把…裝瓶,
boulevard,6,林蔭大道,
bounce,4,跳，躍；使反彈,
bound,5,很有可能的；準備前往…的,
bow,1,弓；虹；蝴蝶結,
bowl,1,碗,
bowling,3,保齡球,
box,1,箱，盒；把…裝箱,
boxing,6,拳擊,
boy,1,男孩；少年,
boycott,6,抵制,
brace,6,支撐物,
brain,2,腦袋；智力,
brake,3,煞車,
branch,2,樹枝；分支,
brand,2,商標；烙印,
brave,1,勇敢的,
bravery,3,勇敢；勇氣,
bread,1,麵包,
break,1,打破；破曉,
breakdown,6,故障,
breakfast,1,早餐,
breakthrough,5,突破,
breast,3,胸部,
breath,3,呼吸,
breathe,3,呼吸,
breed,4,繁衍；滋生,
breeze,3,微風；和風,
brick,3,磚,
bride,3,新娘子,
bridegroom/groom,4,新郎,
bridge,1,橋樑；艦橋,
brief,2,簡短的,
briefcase,5,公事包,
bright,1,明亮的；聰明的,
brilliant,2,光輝的；傑出的,
bring,1,帶來；引起,
broad,2,寬廣的；概括的,
broadcast,3,廣播；播放,
broaden,6,加寬,
brochure,6,小冊子,
brook,6,小河,
brother,1,兄弟,
brown,1,棕色的,
browse,5,噹食；瀏覽,
brush,2,刷子；刷,
brutal,4,殘忍的,
bubble,3,氣泡；泡影,
bucket,3,水桶；桶狀物,
bud,3,芽；發芽,
budget,3,預算,
buffalo,3,水牛,
buffet,3,自助餐；快餐,
bug,1,蟲子,
build,1,建造,
building,2,建築物,
bulb,3,球莖(根),
bulk,5,大量,
bull,3,未閹割的) 公牛,
bullet,3,子彈,
bulletin,4,公報；新聞快報,
bully,5,恃強凌弱者,
bump,3,碰；重擊,
bun,2,小圓甜麵包；髮髻,
bunch,3,一束；一群,
bundle,3,捆；包裹,
burden,2,負擔；加負擔於…,
bureau,5,局；處；署,
bureaucracy,5,官僚,
burglar,4,竊賊,
burn,2,燃燒；燒傷,
burst,2,爆發；爆炸,
bury,3,埋,
bus,1,巴士,
bush,3,灌木叢,
business,1,商業；交易,
busy,1,忙碌的,
butcher,5,肉商,
butter,1,奶油；塗奶油於,
butterfly,1,蝴蝶,
button,1,鈕扣；按鈕,
buy,1,買,
cabbage,2,甘藍菜,
cabin,3,客艙,
cabinet,4,櫥櫃；密室,
cable,3,電纜；有線電視,
cafeteria,3,自助餐館,
cage,2,籠子；監牢,
cake,1,蛋糕,
calculate,4,計算,
calculation,4,計算,
calculator,6,計算機,
calendar,2,日曆；行事曆,
call,1,呼叫；打電話,
calm,2,鎮靜的,
calorie,4,卡路里,
camel,2,駱駝,
camera,1,照相機,
camp,1,營地；露營,
campaign,4,競選活動；戰役,
campus,3,大學的) 校園,
can,1,罐頭；金屬容器,
canal,5,運河,
cancel,2,取消,
cancer,2,惡性腫瘤；癌症,
candidate,4,候選人,
candle,2,蠟燭,
cane,4,藤條；甘蔗,
canvas,5,帆布,
canyon,3,峽谷,
cap,1,帽子；覆蓋,
capable,3,有能力的,
capacity,4,容量；能力,
cape,6,披肩；海角,
capital,2,主要的；首都；資本,
capital(ism),4,主要的；首都；資本,
capitalist,4,資本家,
captain,3,隊長；船(艦)長,
caption,6,說明文字,
captive,6,被俘虜的,
captivity,6,囚禁,
capture,3,捕獲；獲物,
carbon,5,碳,
card,1,卡片；紙牌遊戲,
cardinal,6,紅衣主教,
care,1,關心；照顧,
career,3,職業,
carefree,6,無憂無慮的,
careful,1,仔細的,
cargo,4,貨物,
carnival,5,嘉年華會,
carpenter,3,木匠,
carpet,3,地毯,
carriage,3,四輪馬車；運輸,
carrier,4,運送人；航空母艦,
carrot,1,胡蘿蔔,
carry,1,運送；攜帶,
cart,3,貨車；載運,
cartoon,2,卡通；連環漫畫,
carve,4,雕刻；開拓,
case,1,事實；實例,
cash,2,現金,
cashier,6,出納員,
casino,5,賭場,
cast,3,投；演員陣容,
castle,2,城堡,
casual,3,偶然的；碰巧的,
casualty,6,傷亡者,
catalogue,4,目錄,
catastrophe,6,災難,
catch,1,抓住；捕獲,
cater,6,承包伙食,
caterpillar,6,毛蟲,
cattle,3,牛；牲口,
cause,2,導致；原因,
caution,5,謹慎,
cautious,5,小心的,
cave,3,洞穴,
cease,4,停止,
ceiling,2,天花板,
celebrate,1,慶祝,
celebration,4,慶祝,
celebrity,5,名人(聲),
cell,2,小囚房；細胞,
cemetery,5,墓地,
census,6,調查,
cent,1,一分錢,
center,1,使集中；核心,
central,2,中央的；核心的,
century,2,世紀,
ceramic,6,陶器(藝)的,
cereal,2,玉蜀黍薄片,
ceremony,5,典禮；禮儀,
certain,1,確信的,
certificate,5,證書,
chain,2,鏈條；束縛,
chair,1,椅子,
chalk,2,白堊；粉筆,
challenge,2,挑戰,
chamber,4,房間；室,
champagne,6,香檳,
champion,3,優勝者；戰士,
championship,4,冠軍稱號；錦標賽,
chance,1,偶然；機會,
channel,2,海峽；溝渠,
chaos,5,無秩序狀態,
chapter,2,章，回,
character,2,性格；特質,
characteristic,4,特有的；特性,
charge,2,索價；控告,
charitable,6,仁慈的,
charity,4,慈善團體,
charm,3,魅力；使陶醉,
chart,2,圖表,
chase,2,追逐,
chat,3,聊天,
cheap,1,便宜的,
cheat,2,作弊；欺騙,
check,1,支票；檢查,
checkup,6,檢查,
cheek,3,臉頰,
cheer,2,歡呼；激勵,
cheerful,3,興高采烈的,
cheese,1,乳酪；乾酪,
chef,5,主廚,
chemical,2,化學的,
chemist,6,化學家,
chemistry,4,化學；化學作用,
cherish,4,珍惜,
cherry,3,櫻桃,
chess,2,西洋棋,
chest,3,胸膛；箱子,
chew,4,咀嚼；深思,
chicken,1,雞肉；膽小鬼,
chief,2,主要的；首領,
child,1,小孩子,
childhood,2,童年時期,
childish,2,孩子氣的,
chill,3,使)變冷；寒冷的,
chilly,3,冷颼颼的,
chimney,3,煙囪,
chimpanzee,6,黑猩猩,
chin,3,下巴,
china,2,瓷器,
chip,3,晶片；削,
chocolate,1,巧克力,
choice,1,選擇,
choir,5,合唱隊,
choke,4,窒息；阻塞,
cholesterol,6,膽固醇,
choose,1,選擇,
chop,3,劈；肋排肉,
chopstick(s),2,筷子,
chorus,4,合唱隊,
chronic,5,慢性的,
chunk,5,厚塊,
church,1,教堂,
cigar,6,雪茄,
cigarette,3,香煙；煙捲,
circle,1,循環；畫圓圈,
circulate,4,循環；流通,
circulation,4,循環；流通；貨幣,
circumstance,4,情況；詳情,
circus,3,馬戲團,
citizenship,5,公民身分(權利),
city,1,城市,
civilian,4,平民；文職人員,
civilization,4,文明,
civilize,6,使開化,
claim,2,要求；聲稱,
clarify,4,澄清,
clash,4,衝突；發出鏗鏘聲,
class,1,階級；班級,
classic,2,經典的；名著,
classical,2,極好的；古典的,
classification,4,分類,
classmate,2,同班同學,
clause,5,子句；條款,
claw,4,爪子；鉗；贅,
clay,3,黏土；泥土,
clean,1,乾淨的,
cleaner,3,清潔工(劑),
clear,1,清楚的,
clerk,1,店員,
clever,2,伶俐的；機敏的,
click,2,使發出聲,
client,3,客戶,
cliff,4,懸崖,
climate,2,氣候；風氣,
climax,6,高潮,
climb,1,攀爬,
clinic,3,診所,
clip,3,修剪；夾住,
clock,1,時鐘,
clockwise,6,順時針方向的,
close,1,接近的,
closet,3,壁櫥；衣櫥,
closure,6,關閉,
cloth,2,布料；衣料,
clothe,3,為…穿衣,
clothes,1,衣服,
clothing,2,衣服；覆蓋物,
cloud,1,雲；遮蔽,
cloudy,2,多雲的,
clown,3,小丑,
club,1,俱樂部；募集,
clue,3,線索,
clumsy,4,笨拙的,
cluster,5,群,
coach,3,教練員；公車,
coal,2,煤礦；煤塊,
coalition,6,聯合,
coarse,4,粗糙的,
coast,2,海岸；沿海地區,
coastline,6,海岸線,
coat,1,外套；覆蓋,
cocaine,5,古柯鹼,
cock,3,公雞,
cockroach/roach,2,蟑蚣卜；油蟲,
cocktail,3,雞尾酒,
coconut,3,椰子,
code,4,密碼；法典,
coffee,1,咖啡,
coffin,5,棺材,
coin,2,硬幣,
coincidence,5,巧合,
cola/Coke,2,可樂類飲料,
collapse,4,崩塌,
collar,3,衣領；項圈,
colleague,4,同事,
collection,3,收藏品；收集,
collector,5,收藏者,
college,2,大學；學院,
collision,6,衝突,
colonial,5,殖民地的,
colony,3,殖民地,
color,1,顏色；彩色,
colorful,3,多采多姿的,
column,3,欄；圓柱,
columnist,5,專欄作家,
comb,2,梳子；梳頭,
combination,4,聯合(體),
combine,2,結合,
come,1,來到；甦醒,
comedian,5,丑角式人物,
comedy,4,喜劇,
comet,6,彗星,
comic(s),2,滑稽的,
command,2,命令；控制,
commander,4,指揮者,
comment,4,評論,
commentary,5,評述,
commentator,5,評論家,
commerce,4,商業；交易,
commercial,2,商業的,
commission,5,佣金；委託,
commit,4,犯(罪)；把…託交給…,
commitment,5,承諾,
committee,3,委員會,
commodity,5,商品,
common,1,一般的,
commonplace,6,平凡的,
communicate,3,溝通,
communication,4,溝通；訊息,
communicative,6,愛說話的,
communist,5,共產主義的；共產主義者,
community,4,社區；共同體,
commute,5,通勤,
commuter,5,通勤者,
compact,5,緊密的,
companion,4,夥伴；伴侶,
company,2,公司；同伴,
comparative,6,相比而言的,
compare,2,比較,
comparison,3,比較；對照,
compass,6,指南針；圓規,
compassionate,5,有同情心的,
compatible,5,相容的,
compensate,5,賠償,
compensation,5,補償,
compete,3,競爭；比賽,
competence,5,能力,
competition,4,競賽；競爭,
competitive,4,競爭的,
competitor,4,競爭者,
compile,6,編纂,
complain,3,抱怨,
complaint,3,抱怨,
complement,6,補足物,
complete,2,完全的；完成,
complex,2,複雜的；情結,
complexion,6,氣色,
complexity,5,錯綜複雜的事物,
complicate,4,使複雜化,
complication,5,糾葛,
compliment,5,讚美；祝賀,
comply,5,依從,
component,5,零件；成分,
compose,4,作曲；組成,
composer,4,作曲家；調停者,
composition,4,作文；合成物,
comprehend,5,理解,
comprehension,5,理解(力),
comprehensive,6,廣泛的,
compromise,5,妥協(方案),
compute,6,估算；推算,
computer,1,電腦,
computerize,6,使電腦化,
comrade,6,同伴,
conceal,5,隱藏,
concede,5,讓與,
conceive,5,認為；構想,
concentrate,4,專心,
concentration,4,專心；集中,
concern,2,關心；涉及,
concert,3,演奏會；音樂會,
concession,6,讓步,
concise,6,簡潔的,
conclude,2,結束；斷定,
conclusion,3,結論；推論,
concrete,4,具體的；混凝土,
condense,6,使凝結(濃縮),
condition,2,情況；決定,
conductor,4,領導者；指揮,
confederation,6,同盟,
conference,4,會議,
confess,4,坦承,
confession,5,承認,
confidence,4,信心；自信,
confident,2,有自信的,
confidential,5,機密的,
confine,5,限制；使侷限,
confirm,3,詮實,
conflict,2,衝突,
conform,5,遵從,
confront,5,面臨；對抗,
confrontation,5,對質；對抗,
confuse,3,把…弄糊塗；攪亂,
confusion,4,混亂；困惑,
congratulate,4,恭喜,
congratulation(s),2,恭喜,
congress,4,正式大會；立法機關,
connect,3,連結,
connection,2,連接；關聯,
conquer,4,戰勝,
conquest,6,征服,
conscientious,6,盡責的,
conscious,3,神智清醒的,
consecutive,5,連續的,
consensus,5,多數人的意見,
consent,5,同意,
consequence,4,結果；重要性,
consequent,4,因…的結果而起的,
conservation,5,保護,
conservative,4,保守的,
consider,2,認為；考慮,
considerable,3,值得考慮的,
considerate,5,設想周到的,
consideration,2,考慮；動機,
consist,4,組成；存在於…,
consistent,4,一致的,
consolation,6,慰藉,
console,6,安慰,
conspiracy,6,陰謀,
constant,3,固定的,
constitute,4,構成；制定,
constitution,4,憲法；法規,
constitutional,5,憲法的,
constraint,5,限制,
construct,4,建造,
construction,4,建造物；建設,
constructive,4,建設性的,
consult,4,與…商量,
consultant,4,顧問；諮詢者,
consultation,5,協商會,
consume,4,消耗；花費,
consumer,4,消費者,
consumption,5,消費,
contact,2,接觸；聯繫,
contagious,5,傳染性的,
contain,2,包含,
container,4,容器,
contaminate,5,污染物,
contemplate,5,深思,
contempt,5,輕視,
contend,5,競爭；鬥爭,
content,4,滿足的,
content(ment),4,滿足的,
context,4,上下文,
continent,3,大陸；大洲,
continental,5,洲的；大陸的,
continual,4,不間斷的,
continue,2,持續,
continuous,4,連續的,
contract,2,契約,
contractor,5,立約人,
contradict,6,否認,
contradiction,5,矛盾,
contrary,4,相反的,
contrast,4,對比,
contribute,4,捐獻；貢獻,
contribution,4,貢獻；捐獻,
control,2,控制,
controller,3,控制者,
controversial,5,有爭議的,
convene,6,召集,
convenience,4,便利設施；方便,
convenient,1,便利的,
convention,4,慣例；會議,
conventional,4,慣例的；協定上的,
conversation,2,會話；談吐,
converse,4,談話,
convert,5,轉換,
convey,4,運輸；傳遞,
convict,5,證明有罪；囚犯,
convince,4,說服,
cook,1,廚師；烹煮,
cooker,3,炊具,
cookie,1,甜餅乾,
cool,1,涼爽的；使冷卻,
cooperate,4,合作,
cooperation,4,合作,
cooperative,4,合作的,
cope,4,競爭；妥善處理,
copy,1,副本；拷貝,
copyright,5,版權,
cord,4,細繩；粗線,
corn,2,玉米；穀物,
corporation,5,公司,
correct,1,正確的；更正,
correlation,5,關聯,
correspond,4,符合；通信,
correspondent,5,通訊(記)者；一致的,
corrupt,5,腐敗的；敗壞,
corruption,5,道德敗壞,
cosmetic,6,化妝品；美容的,
cost,1,花費；付出,
costly,3,貴重的；代價高的,
costume,4,服裝；戲服,
cottage,4,農舍；小屋,
cotton,3,棉,
couch,1,長沙發；睡椅,
cough,3,咳嗽,
council,4,會議,
counsel,5,忠告,
count,1,計算,
countable,3,可數的,
counter,4,櫃檯；籌碼,
counterpart,6,互相對應的人(物),
country,1,國家；鄉下,
countryside,2,鄉村,
county,3,郡；縣,
couple,2,一)對,
coupon,6,優待券,
courage,2,勇氣,
courageous,4,勇敢的,
course,1,課程；過程,
court,2,法庭,
courteous,5,有禮貌的,
courtesy,4,有禮的舉止,
courtyard,6,庭院,
cousin,1,表(兄弟姊妹),
cover,1,封面；遮蓋,
coverage,5,報導；某事所包含的範圍,
cow,1,母牛,
coward,4,懦弱的；懦夫,
cowboy,2,牛仔；牧牛人,
crab,3,蟹,
crack,4,爆烈聲；裂開,
crackdown,6,取締,
cradle,3,搖籃；撫育,
craft,4,工藝；太空船,
cram,6,填塞,
crane,3,起重機；鶴,
crash,3,墜毀；撞擊,
crawl,3,爬行；蠕動,
crayon,2,蠟筆,
crazy,1,瘋狂的,
cream,2,奶油；乳脂,
create,2,創造,
creation,4,創作；萬物,
creative,3,有創造力的,
creativity,4,創造力,
creator,3,創作者,
creature,3,生物,
credibility,5,可信性,
credible,6,可信的,
credit,3,信用；賒帳,
creep,4,躡手躡腳地走,
crew,3,一群)工作人員,
cricket,3,蟋蟀,
crime,2,罪行；犯罪活動,
criminal,3,犯罪的；罪犯,
cripple,5,肢體殘障者,
crisis,2,危機,
critic,4,評論家,
critical,4,關鍵性的；批判的,
criticism,4,評論,
criticize,4,批評,
crocodile,6,鱷魚,
crop,3,作物,
cross,1,交叉；越過,
crossing,6,交叉口,
crow,2,烏鴉；雞啼聲,
crowd,2,人群；擠滿,
crown,3,王冠；為…加冕,
crude,5,未加工製造的,
cruel,3,殘酷的,
cruise,5,乘船遊覽,
crush,4,弄碎；壓碎,
cry,1,哭；叫喊,
crystal,5,水晶的,
cub,6,幼獸,
cube,4,立方體,
cucumber,6,黃瓜,
cue,4,反芻的食物,
cultivate,6,耕作；培養,
cultural,2,文化的；教養的,
culture,2,文化；教養,
cumulative,6,累積的,
cunning,4,狡猾的；奸詐的,
cup,1,杯子,
cupboard,3,碗櫃,
curb,6,抑制,
