word,level,meaning,sentence
commentator,5,評論家,The sports commentator spoke quickly.
commission,5,佣金；委託,The artist received a commission.
commitment,5,承諾,She showed great commitment to her job.
commodity,5,商品,Water is a valuable commodity.
communist,5,共產主義的；共產主義者,He was a communist in his youth.
commute,5,通勤,I commute to work by train.
commuter,5,通勤者,The commuter missed the bus.
compact,5,緊密的,This compact car is easy to park.
compassionate,5,有同情心的,The nurse was kind and compassionate.
compatible,5,相容的,This software is compatible with my computer.
compensate,5,賠償,The company will compensate the workers.
compensation,5,補償,He received compensation for his injury.
competence,5,能力,She showed competence in managing the project.
complexity,5,錯綜複雜的事物,The complexity of the issue surprised us.
complication,5,糾葛,A serious complication delayed the surgery.
compliment,5,讚美；祝賀,He paid her a nice compliment.
comply,5,依從,All students must comply with the rules.
component,5,零件；成分,This component is missing from the machine.
comprehend,5,理解,I cannot comprehend his decision.
comprehension,5,理解(力),Reading comprehension is important for students.
compromise,5,妥協(方案),Both sides reached a compromise.
conceal,5,隱藏,He tried to conceal his anger.
concede,5,讓與,She refused to concede defeat.
conceive,5,認為；構想,It is hard to conceive of such a place.
confession,5,承認,The police recorded his confession.
confidential,5,機密的,Please keep this report confidential.
confine,5,限制；使侷限,The illness confined him to bed.
conform,5,遵從,Students must conform to school rules.
confront,5,面臨；對抗,She had to confront her fears.
confrontation,5,對質；對抗,The confrontation ended peacefully.
consecutive,5,連續的,It rained for three consecutive days.
consensus,5,多數人的意見,The group reached a consensus.
consent,5,同意,Her parents gave consent to the trip.
conservation,5,保護,Wildlife conservation is important.
considerate,5,設想周到的,It was considerate of you to help.
constitutional,5,憲法的,The court reviewed the constitutional issue.
constraint,5,限制,Time is a major constraint.
consultation,5,協商會,The doctor held a consultation.
consumption,5,消費,Fuel consumption has increased.
contagious,5,傳染性的,The disease is highly contagious.
contaminate,5,污染物,Chemicals may contaminate the water.
contemplate,5,深思,He sat down to contemplate his future.
contempt,5,輕視,She looked at him with contempt.
contend,5,競爭；鬥爭,The teams contend for the prize.
continental,5,洲的；大陸的,They traveled across the continental United States.
contractor,5,立約人,The contractor built the new office.
contradiction,5,矛盾,There is a contradiction in his story.
controversial,5,有爭議的,The law is highly controversial.
convert,5,轉換,They converted the barn into a house.
convict,5,證明有罪；囚犯,The court convicted him of theft.
copyright,5,版權,The book is protected by copyright.
corporation,5,公司,She works for a large corporation.
correlation,5,關聯,There is a correlation between diet and health.
correspondent,5,通訊(記)者；一致的,He is a foreign correspondent.
corrupt,5,腐敗的；敗壞,The corrupt official was arrested.
corruption,5,道德敗壞,The country suffers from corruption.
counsel,5,忠告,He gave me wise counsel.
courteous,5,有禮貌的,The staff were polite and courteous.
coverage,5,報導；某事所包含的範圍,The news gave wide coverage to the event.
credibility,5,可信性,The scandal damaged his credibility.
cripple,5,肢體殘障者,The accident crippled his left leg.
crude,5,未加工製造的,They used crude tools to build it.
cruise,5,乘船遊覽,We took a cruise in the Caribbean.
crystal,5,水晶的,The glass shone like crystal.
currency,5,貨幣；流通,The local currency is very stable.
curriculum,5,課程,The school changed its curriculum.
custody,5,監管,The mother was given custody of the child.
debut,5,初次登臺,The singer made her debut last night.
deceive,5,欺騙,He tried to deceive his parents.
decent,5,得體的,She earns a decent salary.
declaration,5,宣布；聲明,The declaration was signed by both sides.
decline,5,下降,Sales began to decline last year.
dedicate,5,奉獻,She decided to dedicate her life to music.
deficit,5,赤字,The government is facing a budget deficit.
defy,5,違抗,He dared to defy the teacher.
delegate,5,派…為代表,They chose a delegate to attend the meeting.
delegation,5,委任,A trade delegation visited Japan.
democrat,5,民主主義者,He is a democrat who supports reform.
denial,5,否認,His denial did not convince anyone.
depict,5,描繪,The painting depicts a quiet village.
deploy,5,布署,The army will deploy more troops.
depress,5,使沮喪,The sad news depressed everyone.
destination,5,目的地,Paris is a popular tourist destination.
destructive,5,毀滅性的,The storm was very destructive.
devotion,5,奉獻,Her devotion to her family is strong.
diagnose,5,診斷,The doctor diagnosed him with flu.
diagnosis,5,診斷(法),The diagnosis was made after tests.
dialect,5,方言,They speak a local dialect.
diaper,5,菱形花紋(布)；尿布,The baby needs a clean diaper.
digestion,5,消化作用,Good digestion requires healthy food.
dilemma,5,困境,She faced a difficult dilemma.
dimension,5,尺寸；範圍,The room has a small dimension.
diminish,5,減少,His influence began to diminish.
directory,5,工商人名錄,I found the number in the directory.
disapprove,5,不贊成,Her parents disapprove of the marriage.
disclose,5,露出,He refused to disclose the secret.
disconnect,5,使分離,Please disconnect the old printer.
discriminate,5,辨別,It is wrong to discriminate against people.
discrimination,5,歧視；區別,The law forbids racial discrimination.
disrupt,5,擾亂,The noise disrupted the meeting.
distinction,5,區別,There is a clear distinction between the two.
distract,5,使分心,Do not distract the driver.
document,5,文件,Please sign this official document.
documentary,5,記錄片,We watched a documentary about whales.
domain,5,領域,This question belongs to another domain.
donate,5,捐贈,They decided to donate money to charity.
donation,5,捐贈；捐贈物,Your donation will help many children.
donor,5,捐贈者,The donor asked to remain anonymous.
dough,5,生麵團,She left the dough to rise.
dreadful,5,可怕的,The weather was simply dreadful.
driveway,5,私用車道,A car was parked in the driveway.
drought,5,乾旱,The drought lasted for many months.
ecology,5,生態學,He studies ecology at university.
ego,5,自我,His ego was hurt by the criticism.
elaborate,5,精巧的；複雜的,They made an elaborate plan.
eligible,5,有資格的,She is eligible for the scholarship.
eloquent,5,雄辯的,He gave an eloquent speech.
emission,5,散發,The factory reduced its carbon emission.
endorse(ment),5,贊同,The star endorsed the new product.
enthusiastic,5,有熱忱的,She is enthusiastic about teaching.
envious,5,妒嫉的,He was envious of her success.
equivalent,5,相同的,This amount is equivalent to one dollar.
errand,5,差事；任務,I have to run an errand for my mother.
escalator,5,電扶梯,Take the escalator to the second floor.
essence,5,本質；精華,Trust is the essence of friendship.
ethic(s),5,倫理,Work ethic is important in business.
evolution,5,演化(論),The theory of evolution changed science.
evolve,5,使逐漸發展,The company evolved into a global brand.
exaggeration,5,誇張,That story is full of exaggeration.
exceptional,5,例外的；特殊的,She showed exceptional talent in music.
exclaim,5,驚叫,He exclaimed in surprise.
executive,5,執行的,She is a senior executive at the bank.
exile,5,放逐,The writer lived in exile for years.
exotic,5,異國風情的,They visited an exotic island.
expedition,5,探險(隊),The expedition reached the North Pole.
expertise,5,專業知識,We need someone with legal expertise.
explicit,5,清楚的,He gave explicit instructions.
exploration,5,研究,Space exploration costs a lot of money.
extension,5,伸長；延期,She asked for an extension of the deadline.
extensive,5,廣大的,The damage was extensive.
exterior,5,外部的,The exterior of the house needs paint.
extinct,5,絕種的,Many animals are now extinct.
extraordinary,5,異常的,She has an extraordinary memory.
faculty,5,官能；技能,He joined the faculty of the university.
forge,5,打(鐵等),The blacksmith forged a strong sword.
fragment,5,碎片；未完成的部分,The vase broke into fragments.
galaxy,5,銀河系,Our galaxy contains billions of stars.
gasp,5,喘息,She gasped when she saw the snake.
generate,5,產生；引起,Wind can generate electricity.
generator,5,發電機,The generator failed during the storm.
genetics,5,遺傳學,Genetics explains many family traits.
glare,5,發強烈的光,The sun glared through the window.
gloomy,5,黑暗的,The room felt dark and gloomy.
gorgeous,5,華麗的,She wore a gorgeous red dress.
gravity,5,重力；萬有引力,Gravity pulls objects toward the earth.
greed,5,貪婪,His greed led him to steal.
grieve,5,使悲傷,She still grieves for her lost dog.
grill,5,烤,We decided to grill fish for dinner.
grim,5,嚴厲的,The doctor's face looked grim.
guideline,5,指導方針,Follow the safety guideline carefully.
haul,5,拖,They had to haul the boat onto the shore.
heir,5,繼承人,He is the only heir to the fortune.
hockey,5,曲棍球,They play hockey every winter.
honorable,5,榮譽的,He received an honorable mention.
hormone,5,荷爾蒙,Hormone levels change during puberty.
hostage,5,人質,The bank robber took a hostage.
hostile,5,敵人的,The crowd became hostile.
hostility,5,敵意,There was open hostility between them.
housing,5,住房建築,The city needs more affordable housing.
howl,5,號叫,The dog began to howl at night.
hypothesis,5,假設,The scientist tested her hypothesis.
ideology,5,意識形態,The party has a clear ideology.
idiot,5,白癡,He felt like an idiot after the mistake.
immense,5,極大的,The project required immense effort.
immune,5,免除的,He is immune to chickenpox.
implement,5,實現,The school will implement the new policy.
incentive,5,刺激,Tax cuts can be an incentive to invest.
indifferent,5,對…不感興趣,She seemed indifferent to his feelings.
indulge,5,使滿足,He likes to indulge in chocolate.
inevitable,5,無可避免的,Change is inevitable in life.
infinite,5,無窮的,The universe seems infinite.
inherit,5,繼承,She will inherit the house from her aunt.
initiate,5,開始；使入會,They plan to initiate a new program.
inject,5,注射,The nurse will inject the medicine.
innovation,5,革新；創新,Innovation drives economic growth.
insane,5,瘋狂的,It is insane to drive so fast.
installation,5,安置,The installation of the new system took hours.
intact,5,未觸動的,The old building remains intact.
integrity,5,廉正,He is a man of great integrity.
intensify,5,強化,The storm began to intensify.
intent,5,目的,His intent was to help, not harm.
interference,5,阻礙；干預,The government denied any interference.,
interior,5,內部(的),The interior of the car is very clean.,
interpretation,5,解釋；翻譯,Her interpretation of the poem was unique.,
investigator,5,調查者,The investigator asked many questions.,
irony,5,反語,The irony is that he became a teacher.,
journalism,5,新聞業,She decided to study journalism.,
journalist,5,新聞記者,The journalist wrote a detailed report.,
judicial,5,法庭的,The judicial system must be fair.,
juvenile,5,少年的,Juvenile crime has decreased.,
kidnap,5,綁架,The gang tried to kidnap the rich man.,
landlord,5,地主,The landlord raised the rent.,
laser,5,雷射,The doctor used a laser during surgery.,
lawmaker,5,立法者,The lawmaker proposed a new bill.,
lawsuit,5,訴訟,The company faces a costly lawsuit.,
legacy,5,遺產,He left a legacy of kindness.,
liability,5,有義務,The old car became a liability.,
likelihood,5,可能性,There is a high likelihood of rain.,
likewise,5,同樣的,She smiled, and he did likewise.
loop,5,環形花狀,The road makes a large loop.,
lounge,5,休息室；懶洋洋地坐或站,We waited in the airport lounge.,
mainstream,5,主流,His ideas entered the mainstream.,
manipulate,5,操縱,He tried to manipulate the results.,
mansion,5,大廈；官邸,They live in a huge mansion.,
masculine,5,男性的；陽性的,The word has a masculine ending.,
massage,5,按摩,She gave him a back massage.,
masterpiece,5,傑作；名著,The novel is a literary masterpiece.,
medication,5,藥物治療,He takes medication for his heart.,
mentor,5,導師,My mentor gave me useful advice.,
migration,5,遷移,Bird migration happens every autumn.,
minimal,5,最低程度的,The damage was minimal.,
missionary,5,傳教士,The missionary worked in Africa.,
moan,5,呻吟(聲),He let out a low moan.,
mock,5,愚弄；嘲弄,Do not mock other people.,
molecule,5,分子,A water molecule has three atoms.,
monopoly,5,壟斷；專利,The company has a monopoly on the market.,
muscular,5,肌肉的,He has a strong muscular body.,
mustard,5,芥末,She added mustard to the sandwich.,
naive,5,天真的；樸素的,He was naive about business.,
narrative,5,故事,The book tells a powerful narrative.,
nominate,5,提名某人；指派,They will nominate her for president.,
nomination,5,提名；任命,His nomination surprised everyone.,
nominee,5,被提名人,The nominee gave a short speech.,
noticeable,5,顯明的,There was a noticeable change in his mood.,
notify,5,通知,Please notify me when you arrive.,
nutrition,5,營養；營養學,Good nutrition is essential for health.,
obscure,5,使暗；使不明顯；暗的；不明顯的,The meaning remains obscure.,
odds,5,可能的機會,The odds of winning are very low.,
operational,5,操作的；管理的,The machine is now operational.,
opponent,5,對手,He defeated his opponent easily.,
optimism,5,樂觀；樂天,She faced the future with optimism.,
optional,5,可選擇的；隨意的,This class is optional.,
originality,5,創新；創造力,His work shows great originality.,
outfit,5,裝備；用具,She bought a new outfit for the party.,
outlet,5,出口；出路,Sports are an outlet for stress.,
overtake,5,追上,The red car tried to overtake us.,
overturn,5,使傾覆；推翻,The court overturned the decision.,
overwhelm,5,壓倒；淹沒,The team was overwhelmed by the response.,
participant,5,參與者；分享者,Each participant received a certificate.,
passionate,5,熱情的,She is passionate about music.,
pathetic,5,悲哀的,The lost dog looked pathetic.,
patron,5,贊助人,The patron supported many artists.,
peasant,5,佃農,The peasant worked hard in the field.,
pedal,5,踏板,He pressed the brake pedal.,
pedestrian,5,行人,The pedestrian crossed the street safely.,
penetrate,5,進入；看穿,The bullet can penetrate the wall.,
pension,5,養老金,He lives on a small pension.,
performer,5,執行者；表演者,The performer amazed the audience.,
persist,5,堅持,If the pain persists, see a doctor.
perspective,5,透視(畫)法,Try to see it from my perspective.,
pessimism,5,悲觀(主義),His pessimism made everyone sad.,
petition,5,請願(書),They signed a petition against the plan.,
petty,5,不重要的,Do not waste time on petty details.,
photographic,5,攝影(用)的,She has a photographic memory.,
pillar,5,柱子,The roof is supported by a stone pillar.,
pipeline,5,管線,Oil flows through the pipeline.,
pirate,5,海盜,The pirate ship sailed at night.,
pitcher,5,大水罐；投手,The pitcher threw a fast ball.,
plea,5,懇求,He made a plea for help.,
pledge,5,發誓；保證,She pledged to support the project.,
portfolio,5,文件夾；投資組合,He keeps his drawings in a portfolio.,
practitioner,5,開業者,She is a medical practitioner.,
precaution,5,預防措施,Take precaution against fire.,
preference,5,偏愛,She has a preference for tea.,
prejudice,5,成見,We must fight against prejudice.,
preliminary,5,初步的；初步行動,The preliminary results look good.,
premature,5,過早的,It is premature to make a conclusion.,
premier,5,首相,The premier visited the flooded area.,
premise,5,前提,The argument rests on a false premise.,
premium,5,保險費,He pays a monthly insurance premium.,
prescribe,5,開(樂方),The doctor prescribed some medicine.,
prescription,5,藥方,Please take this prescription to the pharmacy.,
presidency,5,總統(校長)的職位,She won the presidency by a small margin.,
presidential,5,總統(校長)的,The presidential election is next month.,
productivity,5,生產力,The new system increased productivity.,
profile,5,側面像；輪廓,He changed his profile picture.,
progressive,5,不斷前進的,The company has a progressive attitude.,
prohibit,5,禁止,The law prohibits smoking here.,
projection,5,凸出物；設計；投影,The projection of the film was delayed.,
prone,5,易於發生(不愉快事)的；有傾向的,He is prone to headaches.,
prosecution,5,被)起訴,The prosecution presented new evidence.,
prospect,5,期望,The prospect of moving excited her.,
provoke,5,激怒,Do not provoke the dog.,
pulse,5,脈搏,The nurse checked his pulse.,
purchase,5,購買,She made a large purchase online.,
qualify,5,使具有資格,She hopes to qualify for the final race.,
quest,5,探索,His quest for knowledge never ends.,
questionnaire,5,問卷,Please fill out this questionnaire before the interview.,
rack,5,置物架,He put his suitcase on the luggage rack.,
raid,5,突擊,Police carried out a raid on the house.,
rally,5,集合；開玩笑,Supporters held a rally in the city center.,
rational,5,理性的,She tried to make a rational decision.,
reassure,5,使安心,The doctor reassured the worried patient.,
rebellion,5,造反,The rebellion was quickly stopped by the army.,
recession,5,經濟衰退,Many people lost jobs during the recession.,
recipient,5,接受者,She was the recipient of a special award.,
recruit,5,招募,The company plans to recruit new staff.,
rehearsal,5,排練；複述,The actors had a final rehearsal before the show.,
repay,5,償還,He promised to repay the money next month.,
republican,5,共和國的；共和主義者,The republican candidate gave a short speech.,
resemblance,5,相似,There is a strong resemblance between the twins.,
reservoir,5,蓄水池,The reservoir supplies water to the whole city.,
resort,5,前往,They decided to resort to legal action.,
resume,5,重新開始,She will resume her studies next semester.,
retail,5,零售；零售的(地),He works in the retail business.,
reverse,5,相反的；反轉,The car reversed slowly into the driveway.,
rhetoric,5,修辭學,His speech was full of empty rhetoric.,
rib,5,肋骨,He broke a rib during the football game.,
ridiculous,5,可笑的,That idea sounds completely ridiculous.,
riot,5,暴動,The city suffered a serious riot last year.,
ritual,5,儀式的)活動,The ceremony follows an ancient ritual.,
rival,5,對手,She defeated her main rival in the final.,
saddle,5,馬鞍,He put the saddle on the horse.,
sandal,5,涼鞋,She wore a pair of leather sandals.,
scan,5,細看；掃描,He scanned the page for important information.,
scandal,5,醜聞,The political scandal shocked the nation.,
scrap,5,碎片,He wrote the number on a scrap of paper.,
script,5,原稿,The actor studied the script all night.,
seminar,5,研討會,She attended a seminar on climate change.,
sensation,5,感覺,He felt a strange sensation in his arm.,
sentimental,5,感情上的,The old song made her feel sentimental.,
shed,5,使流出,The lamp shed a warm light on the table.,
sheer,5,純粹的,It was sheer luck that we met there.,
shiver,5,顫抖,She began to shiver in the cold wind.,
shortage,5,短缺,There is a serious shortage of clean water.,
sibling,5,手足,He has a close relationship with his sibling.,
skeleton,5,骨骸,The museum displayed a dinosaur skeleton.,
slam,5,使勁關閉,She slammed the door in anger.,
slap,5,一巴掌,He gave the mosquito a quick slap.,
smog,5,煙霧,The city was covered in thick smog.,
snatch,5,搶,The thief tried to snatch her bag.,
sneak,5,鬼鬼祟祟地走,He tried to sneak out of the room.,
soak,5,浸泡,She likes to soak in a hot bath.,
sob,5,啜泣,She began to sob quietly in the corner.,
sober,5,清醒的,He was still sober after the party.,
sole,5,腳底(板)；鞋底,The sole of my shoe is worn out.,
solo,5,獨唱；單獨的,She performed a solo on the piano.,
souvenir,5,紀念品,I bought a small souvenir from Japan.,
sovereignty,5,主權,The country declared its sovereignty.,
sow,5,播(種),Farmers sow seeds in the spring.,
sparkle,5,閃耀,The diamonds sparkle in the light.,
spectacular,5,壯觀的,The view from the mountain was spectacular.,
speculate,5,推測；投機,Reporters speculate about the cause of the fire.,
sponsor,5,贊助(者),A local company will sponsor the event.,
spouse,5,配偶,You should discuss this with your spouse.,
squad,5,爭吵,The police squad arrived quickly.,
stability,5,穩定性,Political stability is important for growth.,
stack,5,使成堆,Please stack the chairs against the wall.,
stall,5,攤位,We bought fruit at a market stall.,
startle,5,使大吃一驚,The loud noise will startle the baby.,
statistical,5,統計(學)的,The statistical data support his argument.,
steer,5,駕駛,He steered the boat toward the shore.,
stereotype,5,老套,That idea is just a stereotype.,
stimulus,5,刺激(物),Low interest rates act as a stimulus.,
storage,5,儲存,We need more storage space for files.,
straighten,5,清理,She bent down to straighten the rug.,
strain,5,扭傷,He suffered a muscle strain while running.,
strategic,5,戰略(性)的,The city is in a strategic location.,
structural,5,結構上的,The bridge has a structural problem.,
sturdy,5,強健的,You need a sturdy pair of boots.,
submit,5,提交,Please submit your report by Friday.,
subsidy,5,補貼,The government provides a subsidy for farmers.,
superb,5,極好的,The food at the restaurant was superb.,
superstition,5,迷信,It is only a superstition, not a fact.
supervise,5,監督,A teacher will supervise the exam.,
supervisor,5,監督人,My supervisor approved my leave request.,
supposedly,5,據推測,He is supposedly the best player on the team.,
tackle,5,處理,We must tackle this problem together.,
tempt,5,慫恿,The smell of cake tempted me to eat.,
temptation,5,誘惑,She gave in to temptation and bought the dress.,
terminal,5,終點；總站,We waited at the bus terminal.,
terrify,5,使驚恐,The horror movie terrified the children.,
testify,5,作證,Two witnesses will testify in court.,
theft,5,偷竊,He was arrested for theft.,
theoretical,5,理論(上)的,The idea is only theoretical at this stage.,
therapist,5,治療專家,She sees a therapist every week.,
thesis,5,論文,He is writing his master's thesis.,
thigh,5,大腿,He injured his thigh during the game.,
threshold,5,門檻；開端,We are on the threshold of a new era.,
thrill,5,使激動；興奮,The roller coaster gave us a real thrill.,
thrive,5,興旺,Small businesses thrive in this area.,
toll,5,通行費,We paid a toll to cross the bridge.,
tournament,5,錦標賽,She won the tennis tournament.,
toxic,5,有毒的,The factory released toxic chemicals into the river.,
transformation,5,轉變,The city has undergone a huge transformation.,
transit,5,運輸,The goods were damaged in transit.,
transition,5,過渡(期),The transition from school to work is difficult.,
transmission,5,傳播,The transmission of the disease is very fast.,
trauma,5,精神創傷；外傷,He is still suffering from the trauma of the accident.,
trigger,5,扳機；引發,The news triggered a wave of protests.,
trim,5,修剪,He went to trim the trees in the garden.,
trivial,5,瑣碎的,Do not argue over trivial matters.,
trophy,5,獎品,She lifted the trophy above her head.,
tuition,5,學費,The tuition at that university is very high.,
tumor,5,腫瘤,The doctor found a small tumor in his lung.,
undergo,5,接受；經歷,She will undergo surgery next week.,
undergraduate,5,大學肄業生,He is an undergraduate student in biology.,
undertake,5,承擔,The company will undertake a major project.,
unemployment,5,失業人數,Unemployment has risen in recent months.,
unlock,5,開啟,She used a key to unlock the door.,
unprecedented,5,前所未有的,The storm caused unprecedented damage.,
upgrade,5,提升,We decided to upgrade our computer system.,
vacuum,5,真空；空虛(感),The vacuum cleaner is broken.,
variable,5,易變的,The weather here is highly variable.,
variation,5,變化,There is a small variation in price.,
venture,5,冒險(行為)；投機,He started a new business venture.,
verbal,5,口頭的,We made a verbal agreement.,
verdict,5,判決,The jury reached a guilty verdict.,
vertical,5,垂直的,The cliff is almost vertical.,
via,5,取道,We flew to Paris via London.,
viable,5,切實可行的,The plan is not economically viable.,
vicious,5,惡意的,He gave the dog a vicious kick.,
vinegar,5,醋,She added vinegar to the salad.,
visa,5,簽證,I need a visa to visit that country.,
vocal,5,發音的,She was very vocal about her opinions.,
volcano,5,火山,The volcano erupted without warning.,
vomit,5,嘔吐,He felt sick and had to vomit.,
vow,5,誓言,They made a vow to stay together.,
vulnerable,5,脆弱的,Young children are vulnerable to illness.,
warrior,5,戰士,The warrior fought bravely in battle.,
whatsoever,5,任何的,He had no money whatsoever.,
wheelchair,5,輪椅,She needs a wheelchair to move around.,
whereabouts,5,在哪兒,The police do not know his whereabouts.,
wilderness,5,荒野,They got lost in the wilderness.,
worship,5,崇拜,Many people worship in this temple.,
worthy,5,值得…的,His efforts are worthy of praise.,
yacht,5,帆船；遊艇,They sailed around the island on a yacht.,
yield,5,出產,The farm yields a large amount of rice.,
abundant,5,豐富的；充裕的,The region has abundant natural resources.,
abuse,5,濫用；虐待,He was arrested for child abuse.,
accelerate,5,加速,The car accelerated smoothly.,
accommodate,5,容納；提供住宿,The hotel can accommodate up to 500 guests.,
acknowledge(ment),5,承認；致謝,She acknowledged her mistake at once.,
acquaint,5,使熟悉；使認識,Please acquaint yourself with the new rules.,
activist,5,行動主義者；積極分子,She is a well-known environmental activist.,
administration,5,管理；行政,The administration announced a new policy.,
adore,5,崇拜；喜愛,Many children adore their grandparents.,
agricultural,5,農業的,The region depends on agricultural exports.,
allergic,5,過敏的,I am allergic to seafood.,
ally,5,盟友；結盟,The two nations became close allies.,
alter,5,改變,We may alter the plan if necessary.,
ample,5,充足的；寬敞的,There is ample time to finish the test.,
anticipate,5,預期；期待,We anticipate a rise in prices.,
assert,5,斷言；主張,She asserted that the report was wrong.,
assess(ment),5,評估,Teachers assess student progress every month.,
assumption,5,假設,Your argument is based on a false assumption.,
athletics,5,田徑運動,He won a medal in athletics.,
attendance,5,出席；出席人數,Attendance at the meeting was very high.,
attorney,5,律師,The attorney asked a difficult question.,
attribute,5,把……歸因於,She attributes her success to hard work.,
authorize,5,授權,Only the manager can authorize this payment.,
awe,5,敬畏,The mountain filled us with awe.,
backyard,5,後院,The children played in the backyard.,
banner,5,橫幅；旗幟,They hung a banner above the gate.,
barren,5,貧瘠的；不毛的,The land was dry and barren.,
batch,5,一批；一群,She baked a fresh batch of cookies.,
betray,5,背叛,He would never betray a friend.,
boredom,5,無聊,The long speech filled me with boredom.,
boundary,5,邊界,The river forms the boundary between the two towns.,
boxer,5,拳擊手,The boxer trained hard for the match.,
